投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
1,カーブ,96km/h,ボール,玉村 昇悟,桑原 将志,0-0,
2,シュート,136km/h,ボール,玉村 昇悟,桑原 将志,0-0,
3,シュート,138km/h,ボール  [ワンバウンド],玉村 昇悟,桑原 将志,0-0,
4,ストレート,138km/h,四球,玉村 昇悟,桑原 将志,0-0,
1,スライダー,124km/h,ボール,玉村 昇悟,大田 泰示,0-0,
2,ストレート,137km/h,ボール  [送球がバウンド],玉村 昇悟,大田 泰示,0-0,
1,スライダー,124km/h,ボール,玉村 昇悟,大田 泰示,0-0,
2,ストレート,137km/h,ボール  [送球がバウンド],玉村 昇悟,大田 泰示,0-0,
3,スライダー,126km/h,ボール,玉村 昇悟,大田 泰示,0-0,
4,ストレート,138km/h,見逃し,玉村 昇悟,大田 泰示,0-0,
5,チェンジアップ,126km/h,四球,玉村 昇悟,大田 泰示,0-0,
1,ストレート,140km/h,見逃し,玉村 昇悟,佐野 恵太,0-0,●
2,スライダー,128km/h,見逃し,玉村 昇悟,佐野 恵太,0-0,●
3,スライダー,129km/h,ボール  [ワンバウンド],玉村 昇悟,佐野 恵太,0-0,●
4,ストレート,139km/h,ボール,玉村 昇悟,佐野 恵太,0-0,●
5,スライダー,127km/h,二ゴロ  [併殺崩れ],玉村 昇悟,佐野 恵太,0-0,●
1,ストレート,139km/h,左２  [フェンス直撃],玉村 昇悟,牧 秀悟,0-1,●
1,チェンジアップ,129km/h,見逃し,玉村 昇悟,宮﨑 敏郎,0-2,●
2,スライダー,127km/h,ボール,玉村 昇悟,宮﨑 敏郎,0-2,●
3,ストレート,139km/h,ファウル,玉村 昇悟,宮﨑 敏郎,0-2,●
4,スライダー,127km/h,ファウル,玉村 昇悟,宮﨑 敏郎,0-2,●
5,シュート,141km/h,ファウル,玉村 昇悟,宮﨑 敏郎,0-2,●
6,チェンジアップ,131km/h,ボール,玉村 昇悟,宮﨑 敏郎,0-2,●
7,スライダー,126km/h,右安  [グラブ弾く],玉村 昇悟,宮﨑 敏郎,0-2,●
1,ストレート,137km/h,右飛  [走者動けず],玉村 昇悟,ソト,0-2,●●
1,カーブ,101km/h,見逃し,玉村 昇悟,大和,0-2,●●●
2,スライダー,126km/h,ファウル,玉村 昇悟,大和,0-2,●●●
3,ストレート,139km/h,ボール,玉村 昇悟,大和,0-2,●●●
4,スライダー,128km/h,ファウル,玉村 昇悟,大和,0-2,●●●
5,チェンジアップ,127km/h,左飛,玉村 昇悟,大和,0-2,●●●
1,スライダー,125km/h,ファウル,阪口 皓亮,松山 竜平,0-2,●
2,ストレート,147km/h,ボール,阪口 皓亮,松山 竜平,0-2,●
3,スプリット,138km/h,ファウル  [バットの先、バット折れる],阪口 皓亮,松山 竜平,0-2,●
4,スライダー,130km/h,二ゴロ  [詰り],阪口 皓亮,松山 竜平,0-2,●
1,カットボール,141km/h,ボール,阪口 皓亮,坂倉 将吾,0-2,●●
2,スライダー,126km/h,二ゴロ  [逆シングル、ジャンピングスロー],阪口 皓亮,坂倉 将吾,0-2,●●
1,スプリット,140km/h,見逃し,阪口 皓亮,小園 海斗,0-2,●●
2,ストレート,148km/h,空振り,阪口 皓亮,小園 海斗,0-2,●●
3,スライダー,131km/h,ボール  [ワンバウンド],阪口 皓亮,小園 海斗,0-2,●●
4,ストレート,149km/h,ファウル,阪口 皓亮,小園 海斗,0-2,●●
5,カットボール,140km/h,ファウル,阪口 皓亮,小園 海斗,0-2,●●
6,ストレート,150km/h,中安,阪口 皓亮,小園 海斗,0-2,●●
1,カーブ,114km/h,ボール,阪口 皓亮,磯村 嘉孝,0-2,●●●
2,カーブ,112km/h,見逃し,阪口 皓亮,磯村 嘉孝,0-2,●●●
3,ストレート,145km/h,ボール,阪口 皓亮,磯村 嘉孝,0-2,●●●
4,カーブ,113km/h,空振り,阪口 皓亮,磯村 嘉孝,0-2,●●●
5,ストレート,148km/h,空三振,阪口 皓亮,磯村 嘉孝,0-2,●●●
1,スライダー,118km/h,ボール,玉村 昇悟,嶺井 博希,0-2,●
2,チェンジアップ,128km/h,左飛,玉村 昇悟,嶺井 博希,0-2,●
1,ストレート,135km/h,見逃し,玉村 昇悟,阪口 皓亮,0-2,●●
2,スライダー,125km/h,ファウル,玉村 昇悟,阪口 皓亮,0-2,●●
3,ストレート,141km/h,空三振,玉村 昇悟,阪口 皓亮,0-2,●●
1,スライダー,120km/h,ボール,玉村 昇悟,桑原 将志,0-2,●●●
2,スライダー,125km/h,ボール  [ワンバウンド],玉村 昇悟,桑原 将志,0-2,●●●
3,ストレート,137km/h,ボール,玉村 昇悟,桑原 将志,0-2,●●●
4,ストレート,138km/h,見逃し,玉村 昇悟,桑原 将志,0-2,●●●
5,ストレート,139km/h,右飛,玉村 昇悟,桑原 将志,0-2,●●●
1,ストレート,142km/h,見逃し,阪口 皓亮,玉村 昇悟,0-2,●
2,ストレート,145km/h,ボール,阪口 皓亮,玉村 昇悟,0-2,●
3,スライダー,126km/h,ファウル,阪口 皓亮,玉村 昇悟,0-2,●
4,ストレート,146km/h,ファウル,阪口 皓亮,玉村 昇悟,0-2,●
5,ストレート,146km/h,ボール,阪口 皓亮,玉村 昇悟,0-2,●
6,スライダー,125km/h,ボール,阪口 皓亮,玉村 昇悟,0-2,●
7,ストレート,145km/h,見三振,阪口 皓亮,玉村 昇悟,0-2,●
1,スプリット,137km/h,見逃し,阪口 皓亮,野間 峻祥,0-2,●
2,ストレート,146km/h,ボール,阪口 皓亮,野間 峻祥,0-2,●
3,カットボール,140km/h,右安,阪口 皓亮,野間 峻祥,0-2,●
1,スプリット,136km/h,ボール,阪口 皓亮,羽月 隆太郎,1-2,●
2,カーブ,115km/h,空振り,阪口 皓亮,羽月 隆太郎,1-2,●
3,スプリット,140km/h,ボール,阪口 皓亮,羽月 隆太郎,1-2,●
4,ストレート,146km/h,ボール,阪口 皓亮,羽月 隆太郎,1-2,●
5,ストレート,144km/h,ファウル,阪口 皓亮,羽月 隆太郎,1-2,●
6,ストレート,145km/h,ファウル  [ランエンドヒット],阪口 皓亮,羽月 隆太郎,1-2,●
7,ストレート,146km/h,左２  [ランエンドヒット],阪口 皓亮,羽月 隆太郎,1-2,●
1,カーブ,111km/h,ファウル,阪口 皓亮,西川 龍馬,1-2,●●
2,カットボール,141km/h,ファウル,阪口 皓亮,西川 龍馬,1-2,●●
3,ストレート,147km/h,左飛,阪口 皓亮,西川 龍馬,1-2,●●
1,スライダー,123km/h,ファウル,阪口 皓亮,マクブルーム,3-2,●●
2,ストレート,146km/h,ボール,阪口 皓亮,マクブルーム,3-2,●●
3,ストレート,144km/h,ボール  [高めのつり球を要求],阪口 皓亮,マクブルーム,3-2,●●
4,スライダー,121km/h,ボール  [すっぽ抜け],阪口 皓亮,マクブルーム,3-2,●●
5,カットボール,140km/h,左本  [本塁打確信、外野手が一歩も打球追わず],阪口 皓亮,マクブルーム,3-2,●●
1,カーブ,111km/h,ボール,阪口 皓亮,松山 竜平,3-2,●●●
2,カーブ,110km/h,ボール,阪口 皓亮,松山 竜平,3-2,●●●
3,スプリット,138km/h,遊ゴロ  [ダイビングキャッチ、好プレイ],阪口 皓亮,松山 竜平,3-2,●●●
1,チェンジアップ,128km/h,見逃し,玉村 昇悟,大田 泰示,3-2,●
2,チェンジアップ,125km/h,ボール,玉村 昇悟,大田 泰示,3-2,●
3,ストレート,137km/h,中飛,玉村 昇悟,大田 泰示,3-2,●
1,カーブ,102km/h,右飛  [痛烈な当たり、好プレイ],玉村 昇悟,佐野 恵太,3-2,●●
1,ストレート,139km/h,見逃し,玉村 昇悟,牧 秀悟,3-2,●●
2,スライダー,127km/h,左２,玉村 昇悟,牧 秀悟,3-2,●●
1,シュート,138km/h,ボール,玉村 昇悟,宮﨑 敏郎,3-2,●●●
2,ストレート,139km/h,見逃し,玉村 昇悟,宮﨑 敏郎,3-2,●●●
3,チェンジアップ,131km/h,二ゴロ,玉村 昇悟,宮﨑 敏郎,3-2,●●●
1,ストレート,148km/h,見逃し,京山 将弥,坂倉 将吾,3-2,
2,カーブ,119km/h,見逃し,京山 将弥,坂倉 将吾,3-2,
3,ストレート,149km/h,投安  [強襲],京山 将弥,坂倉 将吾,3-2,
1,ストレート,145km/h,ボール,中川 虎大,小園 海斗,3-2,●
2,ストレート,146km/h,遊飛,中川 虎大,小園 海斗,3-2,●
1,ナックルカーブ,121km/h,ボール  [ワンバウンド],中川 虎大,磯村 嘉孝,3-2,●●●
2,ストレート,146km/h,ファウル,中川 虎大,磯村 嘉孝,3-2,●●●
3,ストレート,145km/h,ボール,中川 虎大,磯村 嘉孝,3-2,●●●
4,ストレート,147km/h,空振り,中川 虎大,磯村 嘉孝,3-2,●●●
5,フォーク,132km/h,ファウル,中川 虎大,磯村 嘉孝,3-2,●●●
6,フォーク,133km/h,ボール  [ワンバウンド、捕手後逸阻止],中川 虎大,磯村 嘉孝,3-2,●●●
7,ストレート,148km/h,二直  [ランエンドヒット、痛烈な当たり],中川 虎大,磯村 嘉孝,3-2,●●●
1,カーブ,100km/h,ボール,玉村 昇悟,ソト,3-2,●
2,スライダー,125km/h,見逃し,玉村 昇悟,ソト,3-2,●
3,チェンジアップ,127km/h,一直  [止めたバットに当たる],玉村 昇悟,ソト,3-2,●
1,シュート,134km/h,見逃し,玉村 昇悟,大和,3-2,●●
2,スライダー,126km/h,ファウル,玉村 昇悟,大和,3-2,●●
3,ストレート,138km/h,遊飛  [詰り],玉村 昇悟,大和,3-2,●●
1,スライダー,122km/h,見逃し,玉村 昇悟,嶺井 博希,3-2,●●●
2,チェンジアップ,126km/h,空振り,玉村 昇悟,嶺井 博希,3-2,●●●
3,カーブ,89km/h,ボール,玉村 昇悟,嶺井 博希,3-2,●●●
4,ストレート,140km/h,三ゴロ,玉村 昇悟,嶺井 博希,3-2,●●●
1,ストレート,148km/h,ボール,中川 虎大,玉村 昇悟,3-2,●
2,ストレート,147km/h,見逃し,中川 虎大,玉村 昇悟,3-2,●
3,フォーク,132km/h,ボール,中川 虎大,玉村 昇悟,3-2,●
4,ストレート,149km/h,ファウル,中川 虎大,玉村 昇悟,3-2,●
5,フォーク,134km/h,見三振,中川 虎大,玉村 昇悟,3-2,●
1,ストレート,149km/h,ボール,中川 虎大,野間 峻祥,3-2,●●
2,ストレート,150km/h,見逃し,中川 虎大,野間 峻祥,3-2,●●
3,ストレート,148km/h,ボール,中川 虎大,野間 峻祥,3-2,●●
4,フォーク,135km/h,ボール,中川 虎大,野間 峻祥,3-2,●●
5,ストレート,150km/h,見逃し,中川 虎大,野間 峻祥,3-2,●●
6,ストレート,146km/h,二ゴロ,中川 虎大,野間 峻祥,3-2,●●
1,フォーク,135km/h,ボール,中川 虎大,羽月 隆太郎,3-2,●●●
2,ストレート,150km/h,ボール,中川 虎大,羽月 隆太郎,3-2,●●●
3,ストレート,148km/h,ボール,中川 虎大,羽月 隆太郎,3-2,●●●
4,ストレート,148km/h,見逃し,中川 虎大,羽月 隆太郎,3-2,●●●
5,ストレート,148km/h,見逃し,中川 虎大,羽月 隆太郎,3-2,●●●
6,ストレート,149km/h,空三振,中川 虎大,羽月 隆太郎,3-2,●●●
1,スライダー,123km/h,ボール,玉村 昇悟,楠本 泰史,3-2,
2,ストレート,138km/h,見逃し,玉村 昇悟,楠本 泰史,3-2,
3,カーブ,98km/h,ボール,玉村 昇悟,楠本 泰史,3-2,
4,ストレート,138km/h,中安,玉村 昇悟,楠本 泰史,3-2,
1,チェンジアップ,123km/h,ボール,玉村 昇悟,桑原 将志,3-2,
2,ストレート,136km/h,中安  [リプレー検証後判定覆る],玉村 昇悟,桑原 将志,3-2,
1,スライダー,128km/h,投犠打  [セーフティバント],玉村 昇悟,大田 泰示,3-2,●
1,スライダー,129km/h,ボール  [ワンバウンド],玉村 昇悟,佐野 恵太,3-3,●●
2,ストレート,142km/h,ファウル,玉村 昇悟,佐野 恵太,3-3,●●
3,スライダー,128km/h,ボール,玉村 昇悟,佐野 恵太,3-3,●●
4,ストレート,142km/h,ボール,玉村 昇悟,佐野 恵太,3-3,●●
5,ストレート,142km/h,二ゴロ  [内野定位置],玉村 昇悟,佐野 恵太,3-3,●●
1,カーブ,120km/h,ファウル,中﨑 翔太,牧 秀悟,3-3,●●●
2,ストレート,148km/h,見逃し,中﨑 翔太,牧 秀悟,3-3,●●●
3,ツーシーム,143km/h,三ゴロ  [詰り],中﨑 翔太,牧 秀悟,3-3,●●●
1,スライダー,132km/h,ボール,入江 大生,西川 龍馬,3-3,
2,フォーク,140km/h,ファウル,入江 大生,西川 龍馬,3-3,
3,ストレート,152km/h,見逃し,入江 大生,西川 龍馬,3-3,
4,フォーク,144km/h,ファウル,入江 大生,西川 龍馬,3-3,
5,スライダー,133km/h,ボール,入江 大生,西川 龍馬,3-3,
6,ストレート,152km/h,ファウル,入江 大生,西川 龍馬,3-3,
7,フォーク,143km/h,ファウル,入江 大生,西川 龍馬,3-3,
8,ストレート,151km/h,中２  [フェンス直撃、悔しがる],入江 大生,西川 龍馬,3-3,
1,フォーク,141km/h,ボール,入江 大生,マクブルーム,3-3,
2,ストレート,152km/h,ファウル,入江 大生,マクブルーム,3-3,
3,ストレート,152km/h,投安  [詰り、強襲、素手で捕球],入江 大生,マクブルーム,3-3,
1,フォーク,141km/h,ボール,入江 大生,松山 竜平,4-3,●
2,フォーク,142km/h,ボール,入江 大生,松山 竜平,4-3,●
3,ストレート,150km/h,見逃し,入江 大生,松山 竜平,4-3,●
4,ストレート,150km/h,ファウル,入江 大生,松山 竜平,4-3,●
5,フォーク,143km/h,遊ゴロ  [バットの先、打球処理もたつく、併殺崩れ],入江 大生,松山 竜平,4-3,●
1,ストレート,152km/h,ファウル,入江 大生,坂倉 将吾,4-3,●●
2,ストレート,151km/h,ボール,入江 大生,坂倉 将吾,4-3,●●
3,ストレート,150km/h,ファウル,入江 大生,坂倉 将吾,4-3,●●
4,ストレート,153km/h,ファウル,入江 大生,坂倉 将吾,4-3,●●
5,フォーク,143km/h,二ゴロ  [併殺崩れ],入江 大生,坂倉 将吾,4-3,●●
1,フォーク,143km/h,ボール,入江 大生,小園 海斗,4-3,●●
2,フォーク,141km/h,空振り,入江 大生,小園 海斗,4-3,●●
3,ストレート,150km/h,見逃し,入江 大生,小園 海斗,4-3,●●
4,フォーク,140km/h,右安,入江 大生,小園 海斗,4-3,●●
1,ストレート,151km/h,ファウル,入江 大生,磯村 嘉孝,4-3,●●
2,フォーク,141km/h,空振り  [ワンバウンド],入江 大生,磯村 嘉孝,4-3,●●
3,ストレート,152km/h,ファウル  [ランエンドヒット],入江 大生,磯村 嘉孝,4-3,●●
4,ストレート,151km/h,ボール  [ランエンドヒット、送球がバウンド],入江 大生,磯村 嘉孝,4-3,●●
1,ストレート,151km/h,ファウル,入江 大生,磯村 嘉孝,4-3,●●
2,フォーク,141km/h,空振り  [ワンバウンド],入江 大生,磯村 嘉孝,4-3,●●
3,ストレート,152km/h,ファウル  [ランエンドヒット],入江 大生,磯村 嘉孝,4-3,●●
4,ストレート,151km/h,ボール  [ランエンドヒット、送球がバウンド],入江 大生,磯村 嘉孝,4-3,●●
5,フォーク,138km/h,死球,入江 大生,磯村 嘉孝,4-3,●●
1,ストレート,152km/h,左安,入江 大生,堂林 翔太,6-3,●●
1,スライダー,124km/h,見逃し,田中 健二朗,野間 峻祥,6-3,●●●
2,ストレート,140km/h,ボール,田中 健二朗,野間 峻祥,6-3,●●●
3,スライダー,123km/h,一ゴロ,田中 健二朗,野間 峻祥,6-3,●●●
1,カーブ,119km/h,ボール,森浦 大輔,宮﨑 敏郎,6-3,●
2,スライダー,134km/h,見逃し,森浦 大輔,宮﨑 敏郎,6-3,●
3,カーブ,121km/h,ボール,森浦 大輔,宮﨑 敏郎,6-3,●
4,チェンジアップ,131km/h,空振り,森浦 大輔,宮﨑 敏郎,6-3,●
5,チェンジアップ,134km/h,空三振,森浦 大輔,宮﨑 敏郎,6-3,●
1,カーブ,123km/h,遊ゴロ,森浦 大輔,ソト,6-3,●●
1,ストレート,145km/h,ボール,森浦 大輔,大和,6-3,●●●
2,ストレート,146km/h,ファウル,森浦 大輔,大和,6-3,●●●
3,スライダー,134km/h,ファウル,森浦 大輔,大和,6-3,●●●
4,チェンジアップ,133km/h,ファウル  [自打球],森浦 大輔,大和,6-3,●●●
5,ストレート,147km/h,ファウル,森浦 大輔,大和,6-3,●●●
6,チェンジアップ,132km/h,三ゴロ  [引っかけ],森浦 大輔,大和,6-3,●●●
1,フォーク,133km/h,見逃し,田中 健二朗,菊池 涼介,6-3,●
2,ストレート,139km/h,ボール,田中 健二朗,菊池 涼介,6-3,●
3,フォーク,133km/h,ボール  [ハーフスイング],田中 健二朗,菊池 涼介,6-3,●
4,ストレート,139km/h,ファウル,田中 健二朗,菊池 涼介,6-3,●
5,スライダー,125km/h,ボール,田中 健二朗,菊池 涼介,6-3,●
6,ストレート,142km/h,二飛,田中 健二朗,菊池 涼介,6-3,●
1,ストレート,143km/h,見逃し,田中 健二朗,西川 龍馬,6-3,●
2,カーブ,115km/h,ボール,田中 健二朗,西川 龍馬,6-3,●
3,シュート,143km/h,ボール,田中 健二朗,西川 龍馬,6-3,●
4,スライダー,125km/h,空振り,田中 健二朗,西川 龍馬,6-3,●
5,カーブ,114km/h,左安  [バットの先、ポテンヒット],田中 健二朗,西川 龍馬,6-3,●
1,カーブ,113km/h,ボール,田中 健二朗,マクブルーム,6-3,●●
2,ストレート,141km/h,ボール  [ワンバウンド],田中 健二朗,マクブルーム,6-3,●●
3,フォーク,135km/h,ファウル  [自打球],田中 健二朗,マクブルーム,6-3,●●
4,ストレート,142km/h,見逃し,田中 健二朗,マクブルーム,6-3,●●
5,カーブ,114km/h,空三振,田中 健二朗,マクブルーム,6-3,●●
1,ストレート,143km/h,ボール,田中 健二朗,松山 竜平,6-3,●●●
2,ストレート,142km/h,見逃し,田中 健二朗,松山 竜平,6-3,●●●
3,カーブ,112km/h,三邪飛,田中 健二朗,松山 竜平,6-3,●●●
1,カーブ,117km/h,見逃し,ケムナ 誠,嶺井 博希,6-3,●
2,スライダー,140km/h,ボール  [ワンバウンド],ケムナ 誠,嶺井 博希,6-3,●
3,スライダー,141km/h,ファウル,ケムナ 誠,嶺井 博希,6-3,●
4,ストレート,151km/h,ボール,ケムナ 誠,嶺井 博希,6-3,●
5,ストレート,150km/h,見三振  [構えたところにズバリ],ケムナ 誠,嶺井 博希,6-3,●
