投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
2,ストレート,142km/h,見逃し,吉田 凌,細川 凌平,5-2,●●
3,ストレート,141km/h,ボール  [送球できず],吉田 凌,細川 凌平,5-2,●●
1,スライダー,127km/h,ボール,吉田 凌,細川 凌平,6-2,●●
2,ストレート,142km/h,見逃し,吉田 凌,細川 凌平,6-2,●●
3,ストレート,141km/h,ボール  [送球できず],吉田 凌,細川 凌平,6-2,●●
4,スライダー,125km/h,右３  [外野前進],吉田 凌,細川 凌平,6-2,●●
1,ストレート,144km/h,ボール,吉田 凌,上川畑 大悟,6-2,●●●
2,ストレート,141km/h,ファウル,吉田 凌,上川畑 大悟,6-2,●●●
3,ストレート,141km/h,見逃し,吉田 凌,上川畑 大悟,6-2,●●●
4,ストレート,143km/h,一ゴロ  [詰り],吉田 凌,上川畑 大悟,6-2,●●●
1,ストレート,147km/h,ボール,井口 和朋,中川 圭太,6-2,
2,ストレート,146km/h,ファウル  [ライン際],井口 和朋,中川 圭太,6-2,
3,スライダー,131km/h,ボール,井口 和朋,中川 圭太,6-2,
4,ストレート,149km/h,中３,井口 和朋,中川 圭太,6-2,
1,ストレート,148km/h,ファウル,井口 和朋,吉田 正尚,6-3,
2,ストレート,149km/h,ボール,井口 和朋,吉田 正尚,6-3,
3,カットボール,140km/h,ボール,井口 和朋,吉田 正尚,6-3,
4,スライダー,132km/h,右安,井口 和朋,吉田 正尚,6-3,
1,スライダー,134km/h,ファウル,井口 和朋,頓宮 裕真,6-3,●
2,スライダー,132km/h,ボール  [ワンバウンド],井口 和朋,頓宮 裕真,6-3,●
3,カットボール,141km/h,ボール,井口 和朋,頓宮 裕真,6-3,●
4,ストレート,146km/h,遊ゴロ  [ダイビングキャッチ、バックトス、好プレイ],井口 和朋,頓宮 裕真,6-3,●
1,スライダー,127km/h,見逃し,井口 和朋,宗 佑磨,6-3,●●
2,フォーク,140km/h,ボール  [ワンバウンド],井口 和朋,宗 佑磨,6-3,●●
3,ストレート,145km/h,ボール,井口 和朋,宗 佑磨,6-3,●●
4,ストレート,147km/h,ファウル,井口 和朋,宗 佑磨,6-3,●●
5,フォーク,142km/h,空三振,井口 和朋,宗 佑磨,6-3,●●
1,ストレート,148km/h,見逃し,井口 和朋,若月 健矢,6-3,●●●
2,ストレート,142km/h,右飛  [詰り],井口 和朋,若月 健矢,6-3,●●●
1,ストレート,149km/h,二ゴロ  [投手のグラブを弾く],小木田 敦也,松本 剛,6-3,●
1,スライダー,127km/h,中飛,小木田 敦也,今川 優馬,6-3,●●
1,ストレート,149km/h,空振り  [ハーフスイング],小木田 敦也,清宮 幸太郎,6-3,●●
2,スライダー,128km/h,中安,小木田 敦也,清宮 幸太郎,6-3,●●
1,ストレート,143km/h,ボール,小木田 敦也,谷内 亮太,6-3,●●●
2,スライダー,127km/h,ボール,小木田 敦也,谷内 亮太,6-3,●●●
3,ストレート,148km/h,見逃し,小木田 敦也,谷内 亮太,6-3,●●●
4,ストレート,148km/h,見逃し,小木田 敦也,谷内 亮太,6-3,●●●
5,ストレート,148km/h,見三振  [構えたところにズバリ],小木田 敦也,谷内 亮太,6-3,●●●
1,ストレート,143km/h,ボール,石川 直也,紅林 弘太郎,6-3,
2,ストレート,146km/h,ボール  [ワンバウンド],石川 直也,紅林 弘太郎,6-3,
3,ストレート,147km/h,見逃し,石川 直也,紅林 弘太郎,6-3,
4,ナックルカーブ,119km/h,見逃し,石川 直也,紅林 弘太郎,6-3,
5,フォーク,132km/h,左２  [ライン際],石川 直也,紅林 弘太郎,6-3,
1,ナックルカーブ,121km/h,ボール  [ワンバウンド],石川 直也,西野 真弘,6-3,●
2,ストレート,147km/h,一ゴロ,石川 直也,西野 真弘,6-3,●
1,ストレート,142km/h,左飛  [走者動けず],石川 直也,太田 椋,6-3,●●
1,フォーク,133km/h,空振り  [ワンバウンド、ハーフスイング],石川 直也,伏見 寅威,6-3,●●●
2,ナックルカーブ,123km/h,ボール  [ワンバウンド],石川 直也,伏見 寅威,6-3,●●●
3,フォーク,131km/h,空振り,石川 直也,伏見 寅威,6-3,●●●
4,ストレート,145km/h,ファウル,石川 直也,伏見 寅威,6-3,●●●
5,フォーク,132km/h,空三振  [ワンバウンド],石川 直也,伏見 寅威,6-3,●●●
1,ストレート,146km/h,ボール,戸郷 翔征,中野 拓夢,0-0,●
2,ストレート,-,見逃し,戸郷 翔征,中野 拓夢,0-0,●
3,スライダー,128km/h,中飛,戸郷 翔征,中野 拓夢,0-0,●
1,ストレート,147km/h,ボール,戸郷 翔征,糸原 健斗,0-0,●
2,ストレート,147km/h,ファウル,戸郷 翔征,糸原 健斗,0-0,●
3,ストレート,147km/h,ファウル,戸郷 翔征,糸原 健斗,0-0,●
4,フォーク,136km/h,ファウル,戸郷 翔征,糸原 健斗,0-0,●
5,フォーク,137km/h,左安,戸郷 翔征,糸原 健斗,0-0,●
1,スライダー,130km/h,ファウル,戸郷 翔征,近本 光司,0-0,●●●
2,ストレート,147km/h,ファウル,戸郷 翔征,近本 光司,0-0,●●●
3,ストレート,146km/h,ボール,戸郷 翔征,近本 光司,0-0,●●●
4,ストレート,146km/h,ボール,戸郷 翔征,近本 光司,0-0,●●●
5,ストレート,147km/h,ボール,戸郷 翔征,近本 光司,0-0,●●●
6,スライダー,132km/h,ファウル  [ランエンドヒット],戸郷 翔征,近本 光司,0-0,●●●
7,ストレート,147km/h,見三振  [ランエンドヒット],戸郷 翔征,近本 光司,0-0,●●●
1,チェンジアップ,132km/h,ボール,西 勇輝,吉川 尚輝,0-0,●
2,チェンジアップ,133km/h,ボール,西 勇輝,吉川 尚輝,0-0,●
3,シュート,140km/h,空振り,西 勇輝,吉川 尚輝,0-0,●
4,シュート,140km/h,ファウル,西 勇輝,吉川 尚輝,0-0,●
5,シュート,141km/h,空三振,西 勇輝,吉川 尚輝,0-0,●
1,スライダー,131km/h,ファウル,西 勇輝,坂本 勇人,0-0,●●
2,スライダー,134km/h,ファウル,西 勇輝,坂本 勇人,0-0,●●
3,スライダー,134km/h,ボール,西 勇輝,坂本 勇人,0-0,●●
4,スライダー,136km/h,ボール,西 勇輝,坂本 勇人,0-0,●●
5,チェンジアップ,133km/h,ファウル,西 勇輝,坂本 勇人,0-0,●●
6,スライダー,130km/h,中飛,西 勇輝,坂本 勇人,0-0,●●
1,チェンジアップ,131km/h,空振り,西 勇輝,丸 佳浩,0-0,●●●
2,スライダー,133km/h,ファウル,西 勇輝,丸 佳浩,0-0,●●●
3,ストレート,141km/h,見三振  [構えたところにズバリ],西 勇輝,丸 佳浩,0-0,●●●
1,ストレート,146km/h,見逃し,戸郷 翔征,大山 悠輔,0-0,●
2,ストレート,147km/h,見逃し,戸郷 翔征,大山 悠輔,0-0,●
3,フォーク,135km/h,ボール,戸郷 翔征,大山 悠輔,0-0,●
4,フォーク,137km/h,空三振,戸郷 翔征,大山 悠輔,0-0,●
1,スライダー,131km/h,ボール,戸郷 翔征,原口 文仁,0-0,●●
2,スライダー,132km/h,ボール,戸郷 翔征,原口 文仁,0-0,●●
3,ストレート,149km/h,投飛  [詰り、バット折れる],戸郷 翔征,原口 文仁,0-0,●●
1,フォーク,134km/h,空振り  [ワンバウンド],戸郷 翔征,佐藤 輝明,1-0,●●
2,ストレート,149km/h,ボール,戸郷 翔征,佐藤 輝明,1-0,●●
3,フォーク,135km/h,右本,戸郷 翔征,佐藤 輝明,1-0,●●
1,ストレート,147km/h,ボール,戸郷 翔征,梅野 隆太郎,1-0,●●
2,ストレート,147km/h,ボール,戸郷 翔征,梅野 隆太郎,1-0,●●
3,ストレート,146km/h,ボール,戸郷 翔征,梅野 隆太郎,1-0,●●
4,ストレート,147km/h,四球,戸郷 翔征,梅野 隆太郎,1-0,●●
1,スライダー,128km/h,見逃し,戸郷 翔征,小幡 竜平,1-0,●●
2,フォーク,135km/h,ボール,戸郷 翔征,小幡 竜平,1-0,●●
3,ストレート,144km/h,ボール,戸郷 翔征,小幡 竜平,1-0,●●
4,ストレート,146km/h,左安,戸郷 翔征,小幡 竜平,1-0,●●
1,ストレート,147km/h,見逃し,戸郷 翔征,西 勇輝,1-0,●●●
2,ストレート,148km/h,ファウル,戸郷 翔征,西 勇輝,1-0,●●●
3,ストレート,146km/h,二ゴロ,戸郷 翔征,西 勇輝,1-0,●●●
1,シュート,141km/h,ファウル,西 勇輝,中田 翔,1-0,●
2,スライダー,133km/h,ボール,西 勇輝,中田 翔,1-0,●
3,シュート,141km/h,ファウル  [観客どよめく],西 勇輝,中田 翔,1-0,●
4,ストレート,142km/h,三ゴロ,西 勇輝,中田 翔,1-0,●
1,スライダー,132km/h,ボール,西 勇輝,岡本 和真,1-0,●
2,スライダー,132km/h,見逃し,西 勇輝,岡本 和真,1-0,●
3,スライダー,136km/h,ボール,西 勇輝,岡本 和真,1-0,●
4,シュート,143km/h,ファウル,西 勇輝,岡本 和真,1-0,●
5,チェンジアップ,134km/h,ボール,西 勇輝,岡本 和真,1-0,●
6,スライダー,134km/h,四球,西 勇輝,岡本 和真,1-0,●
1,シュート,139km/h,見逃し,西 勇輝,ポランコ,1-0,●●
2,シュート,140km/h,ボール,西 勇輝,ポランコ,1-0,●●
1,シュート,139km/h,見逃し,西 勇輝,ポランコ,1-0,●●
2,シュート,140km/h,ボール,西 勇輝,ポランコ,1-0,●●
3,チェンジアップ,137km/h,ボール  [ワンバウンド],西 勇輝,ポランコ,1-0,●●
4,スライダー,135km/h,ボール,西 勇輝,ポランコ,1-0,●●
5,チェンジアップ,135km/h,ファウル,西 勇輝,ポランコ,1-0,●●
6,シュート,143km/h,中２  [フェンス直撃],西 勇輝,ポランコ,1-0,●●
1,スライダー,133km/h,中飛  [悔しがる],西 勇輝,ウォーカー,1-0,●●●
1,ストレート,145km/h,左飛,戸郷 翔征,中野 拓夢,1-0,●
1,カーブ,126km/h,ボール  [ワンバウンド],戸郷 翔征,糸原 健斗,1-0,●●
2,カーブ,125km/h,ボール,戸郷 翔征,糸原 健斗,1-0,●●
3,ストレート,147km/h,左飛,戸郷 翔征,糸原 健斗,1-0,●●
1,ストレート,147km/h,ボール,戸郷 翔征,近本 光司,1-0,●●●
2,ストレート,147km/h,見逃し,戸郷 翔征,近本 光司,1-0,●●●
3,ストレート,148km/h,見逃し,戸郷 翔征,近本 光司,1-0,●●●
4,ストレート,148km/h,ボール  [ベンチに戻りかける],戸郷 翔征,近本 光司,1-0,●●●
5,ストレート,148km/h,中飛,戸郷 翔征,近本 光司,1-0,●●●
1,スライダー,132km/h,見逃し,西 勇輝,大城 卓三,1-0,●
2,スライダー,132km/h,ボール,西 勇輝,大城 卓三,1-0,●
3,チェンジアップ,131km/h,三ゴロ  [バットの先],西 勇輝,大城 卓三,1-0,●
1,スライダー,136km/h,ボール,西 勇輝,戸郷 翔征,1-0,●●
2,シュート,142km/h,ボール,西 勇輝,戸郷 翔征,1-0,●●
3,シュート,141km/h,ファウル,西 勇輝,戸郷 翔征,1-0,●●
4,スライダー,131km/h,見逃し,西 勇輝,戸郷 翔征,1-0,●●
5,スライダー,131km/h,ファウル,西 勇輝,戸郷 翔征,1-0,●●
6,スライダー,136km/h,遊ゴロ,西 勇輝,戸郷 翔征,1-0,●●
1,スライダー,131km/h,見逃し,西 勇輝,吉川 尚輝,1-0,●●●
2,シュート,140km/h,ボール,西 勇輝,吉川 尚輝,1-0,●●●
3,シュート,141km/h,ボール,西 勇輝,吉川 尚輝,1-0,●●●
4,チェンジアップ,132km/h,二ゴロ,西 勇輝,吉川 尚輝,1-0,●●●
1,フォーク,135km/h,ボール  [ワンバウンド],戸郷 翔征,大山 悠輔,1-0,●
2,ストレート,147km/h,一邪飛  [詰り],戸郷 翔征,大山 悠輔,1-0,●
1,ストレート,150km/h,ボール,戸郷 翔征,原口 文仁,1-0,●●
2,フォーク,136km/h,ファウル,戸郷 翔征,原口 文仁,1-0,●●
3,ストレート,148km/h,見逃し,戸郷 翔征,原口 文仁,1-0,●●
4,フォーク,137km/h,ファウル,戸郷 翔征,原口 文仁,1-0,●●
5,フォーク,137km/h,空三振,戸郷 翔征,原口 文仁,1-0,●●
1,ストレート,150km/h,見逃し,戸郷 翔征,佐藤 輝明,1-0,●●●
2,ストレート,149km/h,ボール,戸郷 翔征,佐藤 輝明,1-0,●●●
3,スライダー,132km/h,ボール,戸郷 翔征,佐藤 輝明,1-0,●●●
4,フォーク,137km/h,空振り  [ワンバウンド、ハーフスイング],戸郷 翔征,佐藤 輝明,1-0,●●●
5,フォーク,138km/h,ボール,戸郷 翔征,佐藤 輝明,1-0,●●●
6,ストレート,149km/h,ファウル,戸郷 翔征,佐藤 輝明,1-0,●●●
7,フォーク,137km/h,空三振  [ワンバウンド],戸郷 翔征,佐藤 輝明,1-0,●●●
1,スライダー,134km/h,ボール,西 勇輝,坂本 勇人,1-0,
2,ストレート,141km/h,ファウル,西 勇輝,坂本 勇人,1-0,
3,カーブ,112km/h,見逃し,西 勇輝,坂本 勇人,1-0,
4,チェンジアップ,132km/h,ボール,西 勇輝,坂本 勇人,1-0,
5,シュート,142km/h,ファウル,西 勇輝,坂本 勇人,1-0,
6,チェンジアップ,133km/h,左安,西 勇輝,坂本 勇人,1-0,
1,シュート,140km/h,中飛,西 勇輝,丸 佳浩,1-0,●
1,シュート,139km/h,ボール,西 勇輝,中田 翔,1-0,●
2,チェンジアップ,129km/h,ボール,西 勇輝,中田 翔,1-0,●
3,シュート,140km/h,中安,西 勇輝,中田 翔,1-0,●
1,ストレート,142km/h,見逃し,西 勇輝,岡本 和真,1-0,●●
2,スライダー,137km/h,ボール,西 勇輝,岡本 和真,1-0,●●
3,チェンジアップ,132km/h,ファウル,西 勇輝,岡本 和真,1-0,●●
4,シュート,143km/h,中飛,西 勇輝,岡本 和真,1-0,●●
1,チェンジアップ,134km/h,見逃し,西 勇輝,ポランコ,1-0,●●●
2,スライダー,136km/h,ボール,西 勇輝,ポランコ,1-0,●●●
3,ストレート,142km/h,見逃し,西 勇輝,ポランコ,1-0,●●●
4,チェンジアップ,133km/h,ファウル,西 勇輝,ポランコ,1-0,●●●
5,チェンジアップ,135km/h,中飛  [フェンスギリギリ],西 勇輝,ポランコ,1-0,●●●
1,ストレート,-,ボール,戸郷 翔征,梅野 隆太郎,1-0,
2,スライダー,-,ボール  [ワンバウンド],戸郷 翔征,梅野 隆太郎,1-0,
3,ストレート,146km/h,見逃し,戸郷 翔征,梅野 隆太郎,1-0,
4,ストレート,147km/h,ファウル,戸郷 翔征,梅野 隆太郎,1-0,
5,ストレート,-,ボール,戸郷 翔征,梅野 隆太郎,1-0,
6,フォーク,138km/h,四球  [ワンバウンド、ハーフスイング],戸郷 翔征,梅野 隆太郎,1-0,
1,ストレート,146km/h,ボール,戸郷 翔征,小幡 竜平,1-0,●
2,スライダー,132km/h,二ゴロ,戸郷 翔征,小幡 竜平,1-0,●
1,ストレート,146km/h,一犠打  [セーフティバント],戸郷 翔征,西 勇輝,1-0,●●
1,ストレート,146km/h,見逃し,戸郷 翔征,中野 拓夢,1-0,●●●
2,フォーク,136km/h,ファウル,戸郷 翔征,中野 拓夢,1-0,●●●
3,ストレート,146km/h,ボール,戸郷 翔征,中野 拓夢,1-0,●●●
4,ストレート,148km/h,ファウル,戸郷 翔征,中野 拓夢,1-0,●●●
5,ストレート,147km/h,空三振  [投手ガッツポーズ],戸郷 翔征,中野 拓夢,1-0,●●●
1,ストレート,-,ボール,西 勇輝,ウォーカー,1-0,
2,チェンジアップ,131km/h,空振り,西 勇輝,ウォーカー,1-0,
3,シュート,142km/h,中３  [フェンス直撃、打者ガッツポーズ],西 勇輝,ウォーカー,1-0,
1,スライダー,133km/h,ファウル,西 勇輝,大城 卓三,1-0,●
2,ストレート,140km/h,見逃し,西 勇輝,大城 卓三,1-0,●
3,ストレート,142km/h,ボール  [高めのつり球を要求],西 勇輝,大城 卓三,1-0,●
4,チェンジアップ,132km/h,二ゴロ  [内野前進、泳ぎ、走者動けず],西 勇輝,大城 卓三,1-0,●
1,チェンジアップ,129km/h,ボール  [セーフティスクイズ、バント構え],西 勇輝,戸郷 翔征,1-0,●●
2,スライダー,137km/h,ファウル  [スクイズ、バントファウル],西 勇輝,戸郷 翔征,1-0,●●
3,スライダー,136km/h,ファウル  [セーフティスクイズ、バントファウル],西 勇輝,戸郷 翔征,1-0,●●
4,チェンジアップ,132km/h,空三振,西 勇輝,戸郷 翔征,1-0,●●
1,スライダー,135km/h,中２,西 勇輝,吉川 尚輝,1-1,●●
1,スライダー,132km/h,ボール,西 勇輝,坂本 勇人,1-1,●●●
2,スライダー,133km/h,ボール  [ワンバウンド],西 勇輝,坂本 勇人,1-1,●●●
3,チェンジアップ,132km/h,ファウル,西 勇輝,坂本 勇人,1-1,●●●
4,ストレート,142km/h,見逃し,西 勇輝,坂本 勇人,1-1,●●●
5,シュート,142km/h,遊ゴロ,西 勇輝,坂本 勇人,1-1,●●●
1,スライダー,128km/h,ボール,戸郷 翔征,糸原 健斗,1-1,●
2,スライダー,129km/h,見逃し,戸郷 翔征,糸原 健斗,1-1,●
3,フォーク,136km/h,左飛,戸郷 翔征,糸原 健斗,1-1,●
1,ストレート,147km/h,右飛,戸郷 翔征,近本 光司,1-1,●●
1,スライダー,131km/h,見逃し,戸郷 翔征,大山 悠輔,1-1,●●●
2,ストレート,149km/h,ボール,戸郷 翔征,大山 悠輔,1-1,●●●
3,ストレート,148km/h,見逃し,戸郷 翔征,大山 悠輔,1-1,●●●
4,ストレート,147km/h,ボール,戸郷 翔征,大山 悠輔,1-1,●●●
5,フォーク,139km/h,遊ゴロ,戸郷 翔征,大山 悠輔,1-1,●●●
1,スライダー,133km/h,三飛,西 勇輝,丸 佳浩,1-1,●
1,シュート,139km/h,ファウル,西 勇輝,中田 翔,1-2,●
2,ストレート,140km/h,中本  [バックスクリーン左、本塁打確信],西 勇輝,中田 翔,1-2,●
1,カーブ,113km/h,見逃し,西 勇輝,岡本 和真,1-2,●●
2,スライダー,132km/h,ボール  [ハーフスイング],西 勇輝,岡本 和真,1-2,●●
3,シュート,140km/h,ファウル,西 勇輝,岡本 和真,1-2,●●
4,カーブ,115km/h,空三振,西 勇輝,岡本 和真,1-2,●●
1,チェンジアップ,-,ボール,西 勇輝,ポランコ,1-3,●●
2,ストレート,142km/h,ボール,西 勇輝,ポランコ,1-3,●●
3,シュート,140km/h,見逃し,西 勇輝,ポランコ,1-3,●●
4,スライダー,130km/h,ボール  [ワンバウンド],西 勇輝,ポランコ,1-3,●●
5,チェンジアップ,132km/h,右本  [本塁打確信、スタンド上段、観客大歓声],西 勇輝,ポランコ,1-3,●●
1,チェンジアップ,130km/h,空振り,西 勇輝,ウォーカー,1-3,●●
2,スライダー,131km/h,空振り,西 勇輝,ウォーカー,1-3,●●
3,スライダー,132km/h,ボール  [ハーフスイング],西 勇輝,ウォーカー,1-3,●●
4,スライダー,130km/h,ボール,西 勇輝,ウォーカー,1-3,●●
5,ストレート,142km/h,左安,西 勇輝,ウォーカー,1-3,●●
1,シュート,138km/h,ファウル,西 勇輝,大城 卓三,1-3,●●●
2,シュート,138km/h,ボール,西 勇輝,大城 卓三,1-3,●●●
3,シュート,138km/h,見逃し,西 勇輝,大城 卓三,1-3,●●●
4,チェンジアップ,131km/h,ファウル,西 勇輝,大城 卓三,1-3,●●●
5,チェンジアップ,123km/h,ファウル,西 勇輝,大城 卓三,1-3,●●●
6,チェンジアップ,133km/h,一直  [ジャンピングキャッチ],西 勇輝,大城 卓三,1-3,●●●
1,フォーク,135km/h,ボール,戸郷 翔征,原口 文仁,1-3,
2,フォーク,135km/h,ファウル,戸郷 翔征,原口 文仁,1-3,
3,ストレート,148km/h,中安,戸郷 翔征,原口 文仁,1-3,
1,ストレート,146km/h,ボール,戸郷 翔征,佐藤 輝明,1-3,
2,ストレート,148km/h,ボール,戸郷 翔征,佐藤 輝明,1-3,
3,ストレート,147km/h,ボール,戸郷 翔征,佐藤 輝明,1-3,
4,ストレート,147km/h,見逃し,戸郷 翔征,佐藤 輝明,1-3,
5,スライダー,133km/h,四球,戸郷 翔征,佐藤 輝明,1-3,
1,ストレート,146km/h,ファウル  [セーフティバント、バントファウル],戸郷 翔征,梅野 隆太郎,1-3,●
2,ストレート,147km/h,ボール  [セーフティバント、バント構え],戸郷 翔征,梅野 隆太郎,1-3,●
3,スライダー,131km/h,ファウル  [セーフティバント、バントファウル],戸郷 翔征,梅野 隆太郎,1-3,●
4,フォーク,136km/h,投ゴロ  [セーフティバント、バント失敗],戸郷 翔征,梅野 隆太郎,1-3,●
1,ストレート,148km/h,見逃し,戸郷 翔征,マルテ,2-3,●
2,ストレート,148km/h,見逃し,戸郷 翔征,マルテ,2-3,●
3,フォーク,139km/h,ボール  [ワンバウンド],戸郷 翔征,マルテ,2-3,●
4,フォーク,138km/h,ボール,戸郷 翔征,マルテ,2-3,●
5,ストレート,150km/h,左安,戸郷 翔征,マルテ,2-3,●
1,フォーク,138km/h,空振り,戸郷 翔征,ロハス・ジュニア,2-3,●●
2,ストレート,149km/h,ボール  [高めのつり球を要求],戸郷 翔征,ロハス・ジュニア,2-3,●●
3,フォーク,137km/h,空振り,戸郷 翔征,ロハス・ジュニア,2-3,●●
4,ストレート,148km/h,三飛  [インフィールドフライ],戸郷 翔征,ロハス・ジュニア,2-3,●●
1,シュート,143km/h,見逃し,高梨 雄平,中野 拓夢,2-3,●●●
2,シュート,143km/h,ボール,高梨 雄平,中野 拓夢,2-3,●●●
3,シュート,142km/h,ボール,高梨 雄平,中野 拓夢,2-3,●●●
4,シュート,144km/h,見逃し,高梨 雄平,中野 拓夢,2-3,●●●
5,シュート,143km/h,遊飛  [ダイビングキャッチ、好プレイ],高梨 雄平,中野 拓夢,2-3,●●●
1,ストレート,145km/h,見逃し,岩貞 祐太,重信 慎之介,2-3,●
2,スライダー,132km/h,二ゴロ,岩貞 祐太,重信 慎之介,2-3,●
1,ストレート,146km/h,見逃し,岩貞 祐太,吉川 尚輝,2-3,●●
2,ストレート,148km/h,遊ゴロ,岩貞 祐太,吉川 尚輝,2-3,●●
1,ストレート,149km/h,ボール,岩貞 祐太,坂本 勇人,2-3,●●
2,ストレート,148km/h,ファウル,岩貞 祐太,坂本 勇人,2-3,●●
3,ストレート,149km/h,ファウル,岩貞 祐太,坂本 勇人,2-3,●●
4,ストレート,149km/h,中安,岩貞 祐太,坂本 勇人,2-3,●●
1,スライダー,134km/h,ボール  [ワンバウンド],岩貞 祐太,丸 佳浩,2-3,●●
1,スライダー,134km/h,ボール  [ワンバウンド],岩貞 祐太,丸 佳浩,2-3,●●●
2,シュート,145km/h,見逃し,岩貞 祐太,丸 佳浩,2-3,●●●
3,スライダー,135km/h,ボール,岩貞 祐太,丸 佳浩,2-3,●●●
4,スライダー,137km/h,ボール  [ワンバウンド],岩貞 祐太,丸 佳浩,2-3,●●●
5,シュート,147km/h,ファウル,岩貞 祐太,丸 佳浩,2-3,●●●
6,ストレート,149km/h,空三振,岩貞 祐太,丸 佳浩,2-3,●●●
1,スライダー,130km/h,ボール,高梨 雄平,熊谷 敬宥,2-3,●
2,スライダー,126km/h,ファウル,高梨 雄平,熊谷 敬宥,2-3,●
3,スライダー,129km/h,ファウル,高梨 雄平,熊谷 敬宥,2-3,●
4,ストレート,145km/h,右飛,高梨 雄平,熊谷 敬宥,2-3,●
1,シュート,144km/h,二ゴロ  [詰り],高梨 雄平,近本 光司,2-3,●●
1,スライダー,126km/h,ボール,鍵谷 陽平,大山 悠輔,2-3,●●●
2,ストレート,146km/h,ファウル  [止めたバットに当たる],鍵谷 陽平,大山 悠輔,2-3,●●●
3,ストレート,145km/h,ファウル,鍵谷 陽平,大山 悠輔,2-3,●●●
4,スライダー,128km/h,遊ゴロ,鍵谷 陽平,大山 悠輔,2-3,●●●
1,カーブ,-,見逃し,ケラー,中田 翔,2-3,●
2,ストレート,154km/h,ボール,ケラー,中田 翔,2-3,●
3,カーブ,128km/h,ボール,ケラー,中田 翔,2-3,●
4,ストレート,154km/h,ファウル,ケラー,中田 翔,2-3,●
5,ストレート,154km/h,空三振  [悔しがる],ケラー,中田 翔,2-3,●
1,カーブ,130km/h,見逃し,ケラー,岡本 和真,2-3,●●
2,カーブ,129km/h,ボール,ケラー,岡本 和真,2-3,●●
3,カーブ,128km/h,見逃し,ケラー,岡本 和真,2-3,●●
4,ストレート,154km/h,一邪飛,ケラー,岡本 和真,2-3,●●
1,ストレート,154km/h,ボール,ケラー,ポランコ,2-3,●●●
2,カーブ,127km/h,ボール  [ワンバウンド],ケラー,ポランコ,2-3,●●●
3,カーブ,125km/h,見逃し,ケラー,ポランコ,2-3,●●●
4,カーブ,124km/h,ボール,ケラー,ポランコ,2-3,●●●
5,ストレート,154km/h,見逃し,ケラー,ポランコ,2-3,●●●
6,ストレート,153km/h,ファウル,ケラー,ポランコ,2-3,●●●
7,カーブ,127km/h,遊飛,ケラー,ポランコ,2-3,●●●
1,ストレート,152km/h,見逃し,大勢,島田 海吏,2-3,●
2,ストレート,152km/h,中飛,大勢,島田 海吏,2-3,●
1,ストレート,156km/h,見逃し,大勢,佐藤 輝明,2-3,●●
2,ストレート,153km/h,見逃し,大勢,佐藤 輝明,2-3,●●
3,ストレート,153km/h,ファウル,大勢,佐藤 輝明,2-3,●●
4,ストレート,155km/h,ファウル,大勢,佐藤 輝明,2-3,●●
5,フォーク,143km/h,空三振  [ワンバウンド],大勢,佐藤 輝明,2-3,●●
1,ストレート,155km/h,見逃し,大勢,梅野 隆太郎,2-3,●●●
2,ストレート,156km/h,ボール,大勢,梅野 隆太郎,2-3,●●●
3,フォーク,139km/h,ボール,大勢,梅野 隆太郎,2-3,●●●
4,ストレート,153km/h,三ゴロ,大勢,梅野 隆太郎,2-3,●●●
1,ストレート,147km/h,ファウル,阪口 皓亮,野間 峻祥,0-0,●
2,カーブ,112km/h,見逃し,阪口 皓亮,野間 峻祥,0-0,●
3,ストレート,150km/h,ボール,阪口 皓亮,野間 峻祥,0-0,●
4,カットボール,144km/h,ファウル,阪口 皓亮,野間 峻祥,0-0,●
5,ストレート,149km/h,ファウル,阪口 皓亮,野間 峻祥,0-0,●
6,スライダー,126km/h,ボール,阪口 皓亮,野間 峻祥,0-0,●
7,スプリット,136km/h,ボール,阪口 皓亮,野間 峻祥,0-0,●
8,ストレート,148km/h,ファウル,阪口 皓亮,野間 峻祥,0-0,●
9,ストレート,147km/h,ファウル,阪口 皓亮,野間 峻祥,0-0,●
10,ストレート,147km/h,左飛,阪口 皓亮,野間 峻祥,0-0,●
1,ストレート,147km/h,ファウル,阪口 皓亮,羽月 隆太郎,0-0,●●
2,スプリット,138km/h,見逃し,阪口 皓亮,羽月 隆太郎,0-0,●●
3,カーブ,116km/h,二ゴロ,阪口 皓亮,羽月 隆太郎,0-0,●●
1,スプリット,138km/h,空振り,阪口 皓亮,西川 龍馬,0-0,●●
2,カーブ,113km/h,ボール,阪口 皓亮,西川 龍馬,0-0,●●
3,ストレート,148km/h,ボール,阪口 皓亮,西川 龍馬,0-0,●●
4,スプリット,138km/h,ボール,阪口 皓亮,西川 龍馬,0-0,●●
5,ストレート,147km/h,四球,阪口 皓亮,西川 龍馬,0-0,●●
1,ストレート,145km/h,ファウル,阪口 皓亮,マクブルーム,0-0,●●●
2,カーブ,112km/h,ファウル,阪口 皓亮,マクブルーム,0-0,●●●
3,スライダー,127km/h,ボール  [ワンバウンド],阪口 皓亮,マクブルーム,0-0,●●●
4,スライダー,128km/h,ボール,阪口 皓亮,マクブルーム,0-0,●●●
5,ストレート,148km/h,ボール,阪口 皓亮,マクブルーム,0-0,●●●
6,カットボール,141km/h,右飛,阪口 皓亮,マクブルーム,0-0,●●●
