投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
2,ストレート,147km/h,ボール,上沢 直之,甲斐 拓也,2-0,●●
3,ツーシーム,147km/h,ファウル,上沢 直之,甲斐 拓也,2-0,●●
4,ツーシーム,147km/h,見三振,上沢 直之,甲斐 拓也,2-0,●●
1,チェンジアップ,131km/h,見逃し,上沢 直之,今宮 健太,2-0,●●
2,スライダー,131km/h,見逃し,上沢 直之,今宮 健太,2-0,●●
3,フォーク,141km/h,ボール  [ハーフスイング],上沢 直之,今宮 健太,2-0,●●
4,チェンジアップ,131km/h,中２,上沢 直之,今宮 健太,2-0,●●
1,ストレート,148km/h,見逃し,上沢 直之,髙田 知季,2-0,●●●
2,カットボール,142km/h,ファウル,上沢 直之,髙田 知季,2-0,●●●
3,ストレート,151km/h,空三振,上沢 直之,髙田 知季,2-0,●●●
1,ストレート,144km/h,見逃し,武田 翔太,上川畑 大悟,2-0,●
2,ストレート,145km/h,見逃し,武田 翔太,上川畑 大悟,2-0,●
3,スライダー,132km/h,ファウル,武田 翔太,上川畑 大悟,2-0,●
4,ストレート,148km/h,ボール,武田 翔太,上川畑 大悟,2-0,●
5,ストレート,146km/h,ファウル,武田 翔太,上川畑 大悟,2-0,●
6,カーブ,119km/h,遊ゴロ,武田 翔太,上川畑 大悟,2-0,●
1,ストレート,146km/h,ボール,武田 翔太,宇佐見 真吾,2-0,●●
2,カーブ,117km/h,ボール  [ワンバウンド],武田 翔太,宇佐見 真吾,2-0,●●
3,ストレート,148km/h,ファウル,武田 翔太,宇佐見 真吾,2-0,●●
4,カーブ,119km/h,見逃し,武田 翔太,宇佐見 真吾,2-0,●●
5,ストレート,150km/h,二ゴロ,武田 翔太,宇佐見 真吾,2-0,●●
1,ストレート,149km/h,見逃し,武田 翔太,佐藤 龍世,2-0,●●●
2,スライダー,140km/h,二飛,武田 翔太,佐藤 龍世,2-0,●●●
1,カットボール,145km/h,ボール,上沢 直之,柳田 悠岐,2-0,
2,カットボール,143km/h,右安,上沢 直之,柳田 悠岐,2-0,
1,ナックルカーブ,115km/h,ボール,上沢 直之,デスパイネ,2-0,
2,ツーシーム,145km/h,ファウル,上沢 直之,デスパイネ,2-0,
3,スライダー,131km/h,ボール,上沢 直之,デスパイネ,2-0,
4,ツーシーム,146km/h,見逃し,上沢 直之,デスパイネ,2-0,
5,フォーク,142km/h,ファウル,上沢 直之,デスパイネ,2-0,
6,スライダー,131km/h,ボール,上沢 直之,デスパイネ,2-0,
7,フォーク,139km/h,ファウル,上沢 直之,デスパイネ,2-0,
8,ストレート,145km/h,四球,上沢 直之,デスパイネ,2-0,
1,ツーシーム,144km/h,見逃し  [セーフティバント、バント構え],上沢 直之,谷川原 健太,2-0,●
2,ストレート,143km/h,ファウル  [バントファウル],上沢 直之,谷川原 健太,2-0,●
3,カットボール,141km/h,空三振,上沢 直之,谷川原 健太,2-0,●
1,カットボール,141km/h,三ゴロ  [引っかけ],上沢 直之,野村 大樹,2-0,●●
1,カットボール,144km/h,右２  [ライン際],上沢 直之,ガルビス,2-2,●●
1,チェンジアップ,127km/h,空振り  [泳ぎ],上沢 直之,佐藤 直樹,2-4,●●
2,チェンジアップ,128km/h,左本,上沢 直之,佐藤 直樹,2-4,●●
1,ストレート,146km/h,ボール,上沢 直之,甲斐 拓也,2-4,●●
2,ストレート,146km/h,ファウル,上沢 直之,甲斐 拓也,2-4,●●
3,フォーク,140km/h,左２,上沢 直之,甲斐 拓也,2-4,●●
1,ツーシーム,146km/h,ボール,上沢 直之,今宮 健太,2-4,●●
2,ストレート,148km/h,ボール,上沢 直之,今宮 健太,2-4,●●
3,ストレート,146km/h,ボール,上沢 直之,今宮 健太,2-4,●●
4,ストレート,146km/h,見逃し,上沢 直之,今宮 健太,2-4,●●
5,スライダー,128km/h,四球  [ワンバウンド],上沢 直之,今宮 健太,2-4,●●
1,ナックルカーブ,115km/h,見逃し,上沢 直之,髙田 知季,2-5,●●
2,ストレート,148km/h,ボール,上沢 直之,髙田 知季,2-5,●●
3,ストレート,147km/h,ボール,上沢 直之,髙田 知季,2-5,●●
4,ツーシーム,144km/h,右安  [送球間に進塁],上沢 直之,髙田 知季,2-5,●●
1,スライダー,126km/h,ボール,上沢 直之,柳田 悠岐,2-7,●●
2,カットボール,141km/h,空振り,上沢 直之,柳田 悠岐,2-7,●●
3,ストレート,148km/h,見逃し,上沢 直之,柳田 悠岐,2-7,●●
4,ストレート,147km/h,中安,上沢 直之,柳田 悠岐,2-7,●●
1,スライダー,129km/h,見逃し,上沢 直之,デスパイネ,2-7,●●●
2,チェンジアップ,129km/h,ボール,上沢 直之,デスパイネ,2-7,●●●
3,ストレート,144km/h,ファウル,上沢 直之,デスパイネ,2-7,●●●
4,スライダー,130km/h,左飛,上沢 直之,デスパイネ,2-7,●●●
1,ストレート,145km/h,見逃し,武田 翔太,万波 中正,2-7,●
2,カーブ,117km/h,ボール,武田 翔太,万波 中正,2-7,●
3,カーブ,116km/h,ボール,武田 翔太,万波 中正,2-7,●
4,ストレート,143km/h,三ゴロ,武田 翔太,万波 中正,2-7,●
1,ストレート,145km/h,ファウル,武田 翔太,松本 剛,2-7,●●
2,ストレート,147km/h,ファウル,武田 翔太,松本 剛,2-7,●●
3,チェンジアップ,124km/h,ボール  [すっぽ抜け],武田 翔太,松本 剛,2-7,●●
4,スライダー,137km/h,ボール,武田 翔太,松本 剛,2-7,●●
5,スライダー,140km/h,ファウル,武田 翔太,松本 剛,2-7,●●
6,ストレート,148km/h,二ゴロ,武田 翔太,松本 剛,2-7,●●
1,スライダー,138km/h,ファウル,武田 翔太,清宮 幸太郎,2-7,●●●
2,チェンジアップ,131km/h,空振り,武田 翔太,清宮 幸太郎,2-7,●●●
3,ストレート,150km/h,ボール  [高めのつり球を要求],武田 翔太,清宮 幸太郎,2-7,●●●
4,ストレート,149km/h,ファウル,武田 翔太,清宮 幸太郎,2-7,●●●
5,カーブ,114km/h,空三振,武田 翔太,清宮 幸太郎,2-7,●●●
1,ストレート,144km/h,ボール,上沢 直之,谷川原 健太,2-7,
2,ストレート,143km/h,空振り,上沢 直之,谷川原 健太,2-7,
3,チェンジアップ,130km/h,ボール,上沢 直之,谷川原 健太,2-7,
4,カットボール,139km/h,ファウル,上沢 直之,谷川原 健太,2-7,
5,カットボール,140km/h,ファウル,上沢 直之,谷川原 健太,2-7,
6,チェンジアップ,131km/h,遊安  [バットの先、ランニングスロー],上沢 直之,谷川原 健太,2-7,
1,ツーシーム,141km/h,ボール,上沢 直之,野村 大樹,2-7,
2,カットボール,140km/h,三失  [ランエンドヒット],上沢 直之,野村 大樹,2-7,
1,ナックルカーブ,114km/h,ボール,上沢 直之,ガルビス,2-7,
2,ストレート,147km/h,ボール,上沢 直之,ガルビス,2-7,
3,ストレート,145km/h,ボール,上沢 直之,ガルビス,2-7,
4,ツーシーム,145km/h,見逃し,上沢 直之,ガルビス,2-7,
5,カットボール,142km/h,ファウル  [天井直撃],上沢 直之,ガルビス,2-7,
6,ストレート,146km/h,四球  [ワンバウンド],上沢 直之,ガルビス,2-7,
1,カットボール,142km/h,空振り  [ハーフスイング],上沢 直之,佐藤 直樹,2-7,●
2,ストレート,147km/h,空振り,上沢 直之,佐藤 直樹,2-7,●
3,ストレート,148km/h,見三振  [全く反応できず],上沢 直之,佐藤 直樹,2-7,●
1,スライダー,128km/h,ボール,メネズ,甲斐 拓也,2-8,●●
2,ストレート,144km/h,ファウル,メネズ,甲斐 拓也,2-8,●●
3,ストレート,146km/h,中犠飛,メネズ,甲斐 拓也,2-8,●●
1,ストレート,147km/h,左安  [外野前進],メネズ,今宮 健太,2-8,●●
1,スライダー,130km/h,見逃し,メネズ,髙田 知季,2-8,●●●
2,スライダー,133km/h,ファウル,メネズ,髙田 知季,2-8,●●●
3,ストレート,148km/h,ファウル  [止めたバットに当たる],メネズ,髙田 知季,2-8,●●●
4,スライダー,132km/h,ボール,メネズ,髙田 知季,2-8,●●●
5,ストレート,147km/h,空三振,メネズ,髙田 知季,2-8,●●●
1,ストレート,144km/h,見逃し,武田 翔太,近藤 健介,2-8,●
2,ストレート,144km/h,見逃し,武田 翔太,近藤 健介,2-8,●
3,ストレート,147km/h,ボール,武田 翔太,近藤 健介,2-8,●
4,チェンジアップ,135km/h,中飛  [好プレイ],武田 翔太,近藤 健介,2-8,●
1,スライダー,136km/h,ファウル  [打球がベンチに入る],武田 翔太,今川 優馬,2-8,●●
2,スライダー,136km/h,ボール,武田 翔太,今川 優馬,2-8,●●
3,カーブ,115km/h,ボール,武田 翔太,今川 優馬,2-8,●●
4,スライダー,137km/h,空振り,武田 翔太,今川 優馬,2-8,●●
5,ストレート,149km/h,ファウル,武田 翔太,今川 優馬,2-8,●●
6,ストレート,148km/h,ファウル,武田 翔太,今川 優馬,2-8,●●
7,カーブ,122km/h,空三振  [ワンバウンド],武田 翔太,今川 優馬,2-8,●●
1,カーブ,116km/h,ボール  [ワンバウンド],武田 翔太,杉谷 拳士,2-8,●●
2,スライダー,137km/h,ファウル,武田 翔太,杉谷 拳士,2-8,●●
3,カーブ,116km/h,見逃し,武田 翔太,杉谷 拳士,2-8,●●
4,ストレート,148km/h,ファウル,武田 翔太,杉谷 拳士,2-8,●●
5,ストレート,148km/h,ボール,武田 翔太,杉谷 拳士,2-8,●●
6,ストレート,149km/h,ボール,武田 翔太,杉谷 拳士,2-8,●●
7,ストレート,147km/h,ファウル,武田 翔太,杉谷 拳士,2-8,●●
8,ストレート,149km/h,左安  [ライン際],武田 翔太,杉谷 拳士,2-8,●●
1,ストレート,145km/h,ファウル,武田 翔太,上川畑 大悟,2-8,●●
2,ストレート,145km/h,見逃し,武田 翔太,上川畑 大悟,2-8,●●
3,カーブ,119km/h,ファウル,武田 翔太,上川畑 大悟,2-8,●●
4,チェンジアップ,134km/h,左安,武田 翔太,上川畑 大悟,2-8,●●
1,チェンジアップ,133km/h,見逃し,武田 翔太,宇佐見 真吾,2-8,●●
2,チェンジアップ,132km/h,空振り,武田 翔太,宇佐見 真吾,2-8,●●
3,チェンジアップ,134km/h,ボール  [ワンバウンド],武田 翔太,宇佐見 真吾,2-8,●●
4,カーブ,123km/h,ボール,武田 翔太,宇佐見 真吾,2-8,●●
5,カーブ,121km/h,ファウル,武田 翔太,宇佐見 真吾,2-8,●●
6,ストレート,149km/h,ボール,武田 翔太,宇佐見 真吾,2-8,●●
7,チェンジアップ,137km/h,ファウル,武田 翔太,宇佐見 真吾,2-8,●●
8,カーブ,121km/h,四球,武田 翔太,宇佐見 真吾,2-8,●●
1,スライダー,137km/h,ボール,武田 翔太,佐藤 龍世,2-8,●●●
2,スライダー,141km/h,ボール,武田 翔太,佐藤 龍世,2-8,●●●
3,ストレート,149km/h,ファウル,武田 翔太,佐藤 龍世,2-8,●●●
4,ストレート,148km/h,ファウル,武田 翔太,佐藤 龍世,2-8,●●●
5,ストレート,150km/h,ボール,武田 翔太,佐藤 龍世,2-8,●●●
6,スライダー,142km/h,空三振,武田 翔太,佐藤 龍世,2-8,●●●
1,スライダー,126km/h,ボール,メネズ,柳田 悠岐,2-8,●
2,ストレート,143km/h,空振り,メネズ,柳田 悠岐,2-8,●
3,ストレート,143km/h,遊ゴロ  [好プレイ],メネズ,柳田 悠岐,2-8,●
1,ストレート,145km/h,ボール,メネズ,デスパイネ,2-8,●●
2,チェンジアップ,133km/h,ファウル,メネズ,デスパイネ,2-8,●●
3,ストレート,144km/h,ファウル,メネズ,デスパイネ,2-8,●●
4,ストレート,146km/h,一飛,メネズ,デスパイネ,2-8,●●
1,カーブ,119km/h,ボール,メネズ,谷川原 健太,2-8,●●●
2,スライダー,131km/h,見逃し,メネズ,谷川原 健太,2-8,●●●
3,ストレート,145km/h,ファウル,メネズ,谷川原 健太,2-8,●●●
4,ストレート,147km/h,空三振,メネズ,谷川原 健太,2-8,●●●
1,スライダー,136km/h,見逃し,武田 翔太,万波 中正,2-8,●
2,カーブ,118km/h,ボール  [ワンバウンド],武田 翔太,万波 中正,2-8,●
3,スライダー,136km/h,空振り,武田 翔太,万波 中正,2-8,●
4,スライダー,138km/h,空三振,武田 翔太,万波 中正,2-8,●
1,ストレート,146km/h,ボール,武田 翔太,松本 剛,2-8,●
2,ストレート,147km/h,ファウル,武田 翔太,松本 剛,2-8,●
3,スライダー,137km/h,ファウル,武田 翔太,松本 剛,2-8,●
4,フォーク,140km/h,ボール  [ワンバウンド],武田 翔太,松本 剛,2-8,●
5,カーブ,121km/h,右安,武田 翔太,松本 剛,2-8,●
1,ストレート,146km/h,中飛,武田 翔太,清宮 幸太郎,2-8,●●
1,ストレート,146km/h,見逃し,武田 翔太,近藤 健介,2-8,●●
2,カーブ,113km/h,ボール,武田 翔太,近藤 健介,2-8,●●
3,カーブ,119km/h,ボール,武田 翔太,近藤 健介,2-8,●●
4,スライダー,137km/h,右安,武田 翔太,近藤 健介,2-8,●●
1,ストレート,146km/h,見逃し,武田 翔太,今川 優馬,3-8,●●
2,スライダー,137km/h,ボール,武田 翔太,今川 優馬,3-8,●●
3,スライダー,138km/h,ボール,武田 翔太,今川 優馬,3-8,●●
4,スライダー,138km/h,中安,武田 翔太,今川 優馬,3-8,●●
1,ストレート,156km/h,ボール,甲斐野 央,杉谷 拳士,3-8,●●●
2,ストレート,155km/h,二ゴロ  [スライディングキャッチ、好プレイ],甲斐野 央,杉谷 拳士,3-8,●●●
1,ストレート,143km/h,ファウル,メネズ,野村 大樹,3-8,●
2,スライダー,129km/h,ボール,メネズ,野村 大樹,3-8,●
3,ストレート,144km/h,右飛,メネズ,野村 大樹,3-8,●
1,ストレート,144km/h,見逃し,メネズ,ガルビス,3-8,●
2,チェンジアップ,134km/h,空振り  [ワンバウンド],メネズ,ガルビス,3-8,●
3,チェンジアップ,136km/h,ボール  [ワンバウンド],メネズ,ガルビス,3-8,●
4,ストレート,145km/h,ファウル,メネズ,ガルビス,3-8,●
5,ストレート,148km/h,ボール,メネズ,ガルビス,3-8,●
6,スライダー,130km/h,ボール,メネズ,ガルビス,3-8,●
7,ストレート,146km/h,四球,メネズ,ガルビス,3-8,●
1,ストレート,144km/h,ボール,メネズ,佐藤 直樹,3-8,●
2,チェンジアップ,134km/h,ボール,メネズ,佐藤 直樹,3-8,●
3,ストレート,143km/h,ボール,メネズ,佐藤 直樹,3-8,●
4,ストレート,145km/h,空振り,メネズ,佐藤 直樹,3-8,●
5,ストレート,145km/h,空振り,メネズ,佐藤 直樹,3-8,●
6,ストレート,146km/h,四球,メネズ,佐藤 直樹,3-8,●
1,スライダー,127km/h,見逃し,メネズ,甲斐 拓也,3-8,●
2,スライダー,130km/h,ボール,メネズ,甲斐 拓也,3-8,●
3,ストレート,145km/h,左安,メネズ,甲斐 拓也,3-8,●
1,チェンジアップ,132km/h,ボール,メネズ,今宮 健太,3-9,●
2,ストレート,146km/h,ファウル,メネズ,今宮 健太,3-9,●
3,スライダー,131km/h,ボール,メネズ,今宮 健太,3-9,●
4,ストレート,146km/h,右安  [外野前進、フェンス直撃],メネズ,今宮 健太,3-9,●
1,カットボール,142km/h,見逃し,古川 侑利,野村 勇,3-9,●●
2,ストレート,150km/h,ファウル,古川 侑利,野村 勇,3-9,●●
3,カットボール,144km/h,空三振,古川 侑利,野村 勇,3-9,●●
1,カットボール,142km/h,見逃し,古川 侑利,正木 智也,3-9,●●●
2,フォーク,136km/h,空振り  [ワンバウンド],古川 侑利,正木 智也,3-9,●●●
3,フォーク,137km/h,空三振,古川 侑利,正木 智也,3-9,●●●
1,ストレート,149km/h,ボール,泉 圭輔,上川畑 大悟,3-9,●
2,ストレート,149km/h,ファウル,泉 圭輔,上川畑 大悟,3-9,●
3,ストレート,149km/h,一ゴロ,泉 圭輔,上川畑 大悟,3-9,●
1,ストレート,151km/h,ファウル,泉 圭輔,郡 拓也,3-9,●
2,ストレート,-,ボール,泉 圭輔,郡 拓也,3-9,●
3,ストレート,151km/h,ボール,泉 圭輔,郡 拓也,3-9,●
4,ストレート,150km/h,ボール  [ワンバウンド],泉 圭輔,郡 拓也,3-9,●
5,ストレート,151km/h,ファウル,泉 圭輔,郡 拓也,3-9,●
6,ストレート,151km/h,ファウル,泉 圭輔,郡 拓也,3-9,●
7,ストレート,151km/h,四球,泉 圭輔,郡 拓也,3-9,●
1,カットボール,135km/h,ボール,泉 圭輔,谷内 亮太,3-9,●●
2,カットボール,132km/h,見逃し,泉 圭輔,谷内 亮太,3-9,●●
3,ストレート,151km/h,ボール,泉 圭輔,谷内 亮太,3-9,●●
4,ストレート,150km/h,見逃し,泉 圭輔,谷内 亮太,3-9,●●
5,ツーシーム,142km/h,ファウル,泉 圭輔,谷内 亮太,3-9,●●
6,ストレート,151km/h,二飛  [詰り],泉 圭輔,谷内 亮太,3-9,●●
1,ストレート,151km/h,ファウル,泉 圭輔,古川 裕大,3-9,●●●
