投球数,球種,球速,結果,投手,打者,スコア,アウトカウント
1,ストレート,-,ボール,平内 龍太,中村 悠平,6-7,●●
2,カットボール,138km/h,見逃し,平内 龍太,中村 悠平,6-7,●●
3,ストレート,155km/h,見逃し,平内 龍太,中村 悠平,6-7,●●
4,カーブ,129km/h,ボール  [ワンバウンド],平内 龍太,中村 悠平,6-7,●●
5,ストレート,157km/h,ファウル,平内 龍太,中村 悠平,6-7,●●
6,スプリット,148km/h,ボール  [ワンバウンド],平内 龍太,中村 悠平,6-7,●●
7,ストレート,156km/h,ファウル,平内 龍太,中村 悠平,6-7,●●
8,ストレート,156km/h,四球,平内 龍太,中村 悠平,6-7,●●
1,ストレート,154km/h,ボール  [ワンバウンド],平内 龍太,山田 哲人,6-7,●●
2,カットボール,136km/h,見逃し,平内 龍太,山田 哲人,6-7,●●
3,スプリット,146km/h,見逃し,平内 龍太,山田 哲人,6-7,●●
4,スプリット,146km/h,左安,平内 龍太,山田 哲人,6-7,●●
1,ストレート,155km/h,ボール,平内 龍太,村上 宗隆,6-7,●●
2,スプリット,147km/h,ボール,平内 龍太,村上 宗隆,6-7,●●
3,ストレート,154km/h,ボール,平内 龍太,村上 宗隆,6-7,●●
4,ストレート,-,四球  [敬遠ぎみ],平内 龍太,村上 宗隆,6-7,●●
1,ストレート,156km/h,ファウル,平内 龍太,オスナ,8-7,●●
2,ストレート,156km/h,ボール,平内 龍太,オスナ,8-7,●●
3,スプリット,144km/h,ボール,平内 龍太,オスナ,8-7,●●
4,ストレート,157km/h,中安  [逆球],平内 龍太,オスナ,8-7,●●
1,カットボール,140km/h,見逃し,平内 龍太,サンタナ,8-7,●●●
2,カーブ,127km/h,ボール,平内 龍太,サンタナ,8-7,●●●
3,スプリット,148km/h,空振り,平内 龍太,サンタナ,8-7,●●●
4,スプリット,146km/h,遊ゴロ,平内 龍太,サンタナ,8-7,●●●
1,シュート,-,ボール,久保 拓眞,若林 晃弘,8-7,
2,シュート,-,ボール,久保 拓眞,若林 晃弘,8-7,
3,シュート,-,見逃し,久保 拓眞,若林 晃弘,8-7,
4,シュート,-,ファウル,久保 拓眞,若林 晃弘,8-7,
5,チェンジアップ,-,ボール,久保 拓眞,若林 晃弘,8-7,
6,シュート,-,四球,久保 拓眞,若林 晃弘,8-7,
1,スライダー,-,ファウル,久保 拓眞,吉川 尚輝,8-7,
2,シュート,-,死球,久保 拓眞,吉川 尚輝,8-7,
1,ストレート,-,ファウル  [バントファウル],久保 拓眞,大城 卓三,8-7,●
2,スライダー,-,ボール  [バント構え],久保 拓眞,大城 卓三,8-7,●
3,ストレート,-,ボール  [バント構え],久保 拓眞,大城 卓三,8-7,●
4,ストレート,-,投犠打,久保 拓眞,大城 卓三,8-7,●
1,シュート,-,二ゴロ  [内野定位置、詰り],久保 拓眞,重信 慎之介,8-8,●●
1,スライダー,128km/h,ボール,久保 拓眞,坂本 勇人,8-8,●●
2,シュート,140km/h,ボール,久保 拓眞,坂本 勇人,8-8,●●
3,シュート,134km/h,ボール,久保 拓眞,坂本 勇人,8-8,●●
4,シュート,-,四球  [敬遠ぎみ],久保 拓眞,坂本 勇人,8-8,●●
1,スライダー,129km/h,空振り,久保 拓眞,ポランコ,8-8,●●●
2,シュート,131km/h,ボール,久保 拓眞,ポランコ,8-8,●●●
3,シュート,135km/h,ファウル  [ランエンドヒット、自打球],久保 拓眞,ポランコ,8-8,●●●
4,スライダー,128km/h,ボール,久保 拓眞,ポランコ,8-8,●●●
5,スライダー,127km/h,空三振,久保 拓眞,ポランコ,8-8,●●●
1,ストレート,143km/h,見逃し,高梨 雄平,山崎 晃大朗,8-8,●
2,ストレート,137km/h,見逃し,高梨 雄平,山崎 晃大朗,8-8,●
3,スライダー,126km/h,ボール,高梨 雄平,山崎 晃大朗,8-8,●
4,スライダー,127km/h,ボール,高梨 雄平,山崎 晃大朗,8-8,●
5,スライダー,134km/h,ボール,高梨 雄平,山崎 晃大朗,8-8,●
6,ストレート,139km/h,空三振,高梨 雄平,山崎 晃大朗,8-8,●
1,ストレート,141km/h,ボール,高梨 雄平,長岡 秀樹,8-8,●
2,ストレート,142km/h,ボール,高梨 雄平,長岡 秀樹,8-8,●
3,ストレート,141km/h,ボール,高梨 雄平,長岡 秀樹,8-8,●
4,ストレート,141km/h,四球,高梨 雄平,長岡 秀樹,8-8,●
1,シュート,140km/h,見逃し,高梨 雄平,濱田 太貴,8-8,●●●
2,スライダー,129km/h,三併打  [リプレー検証後判定変わらず],高梨 雄平,濱田 太貴,8-8,●●●
1,フォーク,130km/h,見逃し,清水 昇,丸 佳浩,8-8,●
2,ストレート,142km/h,ボール,清水 昇,丸 佳浩,8-8,●
3,フォーク,129km/h,ボール,清水 昇,丸 佳浩,8-8,●
4,ストレート,142km/h,ファウル,清水 昇,丸 佳浩,8-8,●
5,カーブ,118km/h,ボール  [ワンバウンド],清水 昇,丸 佳浩,8-8,●
6,フォーク,130km/h,ファウル,清水 昇,丸 佳浩,8-8,●
7,フォーク,125km/h,一ゴロ,清水 昇,丸 佳浩,8-8,●
1,フォーク,129km/h,空振り,清水 昇,中田 翔,8-8,●
2,ストレート,144km/h,ボール,清水 昇,中田 翔,8-8,●
3,フォーク,127km/h,遊失  [送球がバウンド],清水 昇,中田 翔,8-8,●
1,ストレート,139km/h,ファウル  [グリップエンドに当たる],清水 昇,岡本 和真,8-8,●●
2,ストレート,149km/h,ボール,清水 昇,岡本 和真,8-8,●●
3,フォーク,129km/h,ファウル,清水 昇,岡本 和真,8-8,●●
4,フォーク,131km/h,ファウル,清水 昇,岡本 和真,8-8,●●
5,フォーク,128km/h,左飛  [高々と舞い上がる],清水 昇,岡本 和真,8-8,●●
1,フォーク,128km/h,ボール,清水 昇,若林 晃弘,8-8,●●●
2,フォーク,127km/h,ボール,清水 昇,若林 晃弘,8-8,●●●
3,フォーク,128km/h,見逃し,清水 昇,若林 晃弘,8-8,●●●
4,ストレート,143km/h,見逃し,清水 昇,若林 晃弘,8-8,●●●
5,フォーク,123km/h,投ゴロ  [バットの先、ボテボテ],清水 昇,若林 晃弘,8-8,●●●
1,ストレート,152km/h,ファウル,大勢,塩見 泰隆,8-8,●
2,スライダー,126km/h,空振り,大勢,塩見 泰隆,8-8,●
3,ストレート,151km/h,ボール,大勢,塩見 泰隆,8-8,●
4,フォーク,144km/h,ボール,大勢,塩見 泰隆,8-8,●
5,ストレート,149km/h,中飛,大勢,塩見 泰隆,8-8,●
1,ストレート,156km/h,二ゴロ,大勢,中村 悠平,8-8,●●
1,ストレート,144km/h,見逃し,大勢,山田 哲人,8-8,●●●
2,ストレート,151km/h,空振り,大勢,山田 哲人,8-8,●●●
3,フォーク,141km/h,ファウル,大勢,山田 哲人,8-8,●●●
4,ストレート,150km/h,見三振  [構えたところにズバリ、投手ガッツポーズ、投手吼える],大勢,山田 哲人,8-8,●●●
1,ストレート,143km/h,ボール  [ワンバウンド],田口 麗斗,吉川 尚輝,8-8,
2,ストレート,145km/h,死球,田口 麗斗,吉川 尚輝,8-8,
1,スライダー,131km/h,ボール  [バント構え],田口 麗斗,大城 卓三,8-8,●
2,ストレート,141km/h,ファウル  [バントファウル],田口 麗斗,大城 卓三,8-8,●
3,ストレート,-,三犠打,田口 麗斗,大城 卓三,8-8,●
1,スライダー,131km/h,ボール,田口 麗斗,重信 慎之介,8-8,●●
2,スライダー,130km/h,空振り,田口 麗斗,重信 慎之介,8-8,●●
3,ストレート,140km/h,見逃し,田口 麗斗,重信 慎之介,8-8,●●
4,スライダー,133km/h,空三振,田口 麗斗,重信 慎之介,8-8,●●
1,スライダー,133km/h,ボール,田口 麗斗,坂本 勇人,8-8,●●
2,スライダー,134km/h,ボール  [ワンバウンド],田口 麗斗,坂本 勇人,8-8,●●
3,ストレート,142km/h,ボール,田口 麗斗,坂本 勇人,8-8,●●
1,ストレート,144km/h,ボール,田口 麗斗,中島 宏之,8-8,●●●
2,ストレート,145km/h,見逃し,田口 麗斗,中島 宏之,8-8,●●●
3,ストレート,146km/h,見逃し,田口 麗斗,中島 宏之,8-8,●●●
4,スライダー,134km/h,空三振  [ワンバウンド],田口 麗斗,中島 宏之,8-8,●●●
1,カットボール,141km/h,ボール,クロール,村上 宗隆,8-8,
2,ストレート,149km/h,見逃し,クロール,村上 宗隆,8-8,
3,ストレート,148km/h,ボール,クロール,村上 宗隆,8-8,
4,ナックルカーブ,127km/h,ボール  [ワンバウンド],クロール,村上 宗隆,8-8,
5,カットボール,139km/h,見逃し,クロール,村上 宗隆,8-8,
6,ストレート,150km/h,四球,クロール,村上 宗隆,8-8,
1,チェンジアップ,137km/h,見逃し,クロール,オスナ,8-8,●
2,ストレート,148km/h,三ゴロ  [バットの先、ボテボテ、ランニングスロー],クロール,オスナ,8-8,●
1,カットボール,139km/h,ボール,クロール,丸山 和郁,8-8,●●
2,カットボール,142km/h,遊飛  [高々と舞い上がる],クロール,丸山 和郁,8-8,●●
1,カットボール,139km/h,ファウル,クロール,山崎 晃大朗,8-8,●●●
2,ストレート,145km/h,見逃し,クロール,山崎 晃大朗,8-8,●●●
3,カットボール,142km/h,ボール,クロール,山崎 晃大朗,8-8,●●●
4,ストレート,-,ボール,クロール,山崎 晃大朗,8-8,●●●
5,カットボール,140km/h,空三振  [投手バランスを崩す],クロール,山崎 晃大朗,8-8,●●●
1,シュート,154km/h,空振り,木澤 尚文,丸 佳浩,8-8,●
2,シュート,154km/h,ボール,木澤 尚文,丸 佳浩,8-8,●
3,スプリット,144km/h,空振り  [ワンバウンド],木澤 尚文,丸 佳浩,8-8,●
4,シュート,155km/h,遊ゴロ,木澤 尚文,丸 佳浩,8-8,●
1,シュート,151km/h,ファウル,木澤 尚文,中田 翔,8-8,●●
2,カットボール,146km/h,空振り,木澤 尚文,中田 翔,8-8,●●
3,カットボール,148km/h,空三振,木澤 尚文,中田 翔,8-8,●●
1,シュート,151km/h,ボール  [ワンバウンド],木澤 尚文,岡本 和真,8-8,●●●
2,カットボール,145km/h,ファウル,木澤 尚文,岡本 和真,8-8,●●●
3,シュート,151km/h,遊ゴロ,木澤 尚文,岡本 和真,8-8,●●●
1,ストレート,148km/h,ボール,クロール,長岡 秀樹,8-8,●
2,カットボール,137km/h,ボール,クロール,長岡 秀樹,8-8,●
3,カットボール,139km/h,見逃し,クロール,長岡 秀樹,8-8,●
4,ストレート,149km/h,ボール,クロール,長岡 秀樹,8-8,●
5,カットボール,136km/h,見逃し,クロール,長岡 秀樹,8-8,●
6,カットボール,139km/h,左飛,クロール,長岡 秀樹,8-8,●
1,ナックルカーブ,129km/h,見逃し,クロール,青木 宣親,8-8,●●
2,ストレート,149km/h,ファウル,クロール,青木 宣親,8-8,●●
3,ストレート,-,ボール,クロール,青木 宣親,8-8,●●
4,カットボール,142km/h,ファウル,クロール,青木 宣親,8-8,●●
5,ナックルカーブ,123km/h,遊ゴロ  [バットの先],クロール,青木 宣親,8-8,●●
1,ナックルカーブ,131km/h,中安,クロール,塩見 泰隆,8-8,●●
1,チェンジアップ,137km/h,見逃し,クロール,中村 悠平,8-8,●●
2,ツーシーム,144km/h,ファウル,クロール,中村 悠平,8-8,●●
3,ストレート,150km/h,ボール,クロール,中村 悠平,8-8,●●
4,チェンジアップ,133km/h,ボール,クロール,中村 悠平,8-8,●●
5,チェンジアップ,135km/h,ボール,クロール,中村 悠平,8-8,●●
6,ナックルカーブ,129km/h,四球  [判定不服],クロール,中村 悠平,8-8,●●
1,チェンジアップ,139km/h,ファウル,クロール,山田 哲人,8-8,●●●
2,チェンジアップ,137km/h,ボール  [ワンバウンド、捕手後逸阻止],クロール,山田 哲人,8-8,●●●
3,ナックルカーブ,127km/h,空振り,クロール,山田 哲人,8-8,●●●
4,カットボール,143km/h,空三振,クロール,山田 哲人,8-8,●●●
1,シュート,148km/h,見逃し,木澤 尚文,若林 晃弘,8-8,
2,スプリット,143km/h,ボール,木澤 尚文,若林 晃弘,8-8,
3,シュート,155km/h,空振り,木澤 尚文,若林 晃弘,8-8,
4,シュート,150km/h,ボール,木澤 尚文,若林 晃弘,8-8,
5,シュート,152km/h,ファウル,木澤 尚文,若林 晃弘,8-8,
6,スプリット,142km/h,中安  [打球がマウンドに当たる、強襲],木澤 尚文,若林 晃弘,8-8,
1,シュート,155km/h,ボール  [リプレー検証後判定変わらず、バント構え],木澤 尚文,吉川 尚輝,8-8,●
1,シュート,155km/h,ボール  [リプレー検証後判定変わらず、バント構え],木澤 尚文,吉川 尚輝,8-8,●●
2,シュート,-,見逃し,木澤 尚文,吉川 尚輝,8-8,●●
3,シュート,155km/h,左飛  [ライン際],木澤 尚文,吉川 尚輝,8-8,●●
1,シュート,154km/h,ボール,木澤 尚文,大城 卓三,8-8,●●
2,シュート,155km/h,ファウル,木澤 尚文,大城 卓三,8-8,●●
3,スプリット,141km/h,投安  [強襲、素手で捕球],木澤 尚文,大城 卓三,8-8,●●
1,シュート,155km/h,ボール,木澤 尚文,重信 慎之介,8-8,●●
2,シュート,150km/h,ファウル  [ランエンドヒット],木澤 尚文,重信 慎之介,8-8,●●
3,シュート,150km/h,ファウル,木澤 尚文,重信 慎之介,8-8,●●
4,シュート,158km/h,ボール  [ランエンドヒット、送球がバウンド],木澤 尚文,重信 慎之介,8-8,●●
1,シュート,155km/h,ボール,木澤 尚文,重信 慎之介,8-8,●●●
2,シュート,150km/h,ファウル  [ランエンドヒット],木澤 尚文,重信 慎之介,8-8,●●●
3,シュート,150km/h,ファウル,木澤 尚文,重信 慎之介,8-8,●●●
4,シュート,158km/h,ボール  [ランエンドヒット、送球がバウンド],木澤 尚文,重信 慎之介,8-8,●●●
5,カットボール,144km/h,空三振  [投手ガッツポーズ、投手吼える],木澤 尚文,重信 慎之介,8-8,●●●
1,ストレート,149km/h,ファウル,鍬原 拓也,村上 宗隆,8-8,●
2,ストレート,147km/h,ボール,鍬原 拓也,村上 宗隆,8-8,●
3,ストレート,149km/h,空振り,鍬原 拓也,村上 宗隆,8-8,●
4,ストレート,151km/h,空三振,鍬原 拓也,村上 宗隆,8-8,●
1,カットボール,137km/h,中安,鍬原 拓也,オスナ,8-8,●
1,ストレート,144km/h,投犠打,鍬原 拓也,丸山 和郁,8-8,●●
1,シンカー,129km/h,ボール,鍬原 拓也,宮本 丈,8-8,●●●
2,スプリット,139km/h,空振り,鍬原 拓也,宮本 丈,8-8,●●●
3,ストレート,146km/h,左飛  [ライン際],鍬原 拓也,宮本 丈,8-8,●●●
1,カットボール,137km/h,ボール  [ワンバウンド],マクガフ,坂本 勇人,8-8,●
2,カットボール,140km/h,見逃し,マクガフ,坂本 勇人,8-8,●
3,スプリット,140km/h,見逃し,マクガフ,坂本 勇人,8-8,●
4,カットボール,139km/h,見三振  [全く反応できず],マクガフ,坂本 勇人,8-8,●
1,ツーシーム,153km/h,ボール,マクガフ,松原 聖弥,8-8,●●
2,ツーシーム,148km/h,ボール  [ワンバウンド],マクガフ,松原 聖弥,8-8,●●
3,ストレート,154km/h,見逃し,マクガフ,松原 聖弥,8-8,●●
4,スプリット,141km/h,ボール,マクガフ,松原 聖弥,8-8,●●
5,スプリット,139km/h,ファウル,マクガフ,松原 聖弥,8-8,●●
6,ストレート,149km/h,空三振  [ファウルチップ],マクガフ,松原 聖弥,8-8,●●
1,ストレート,148km/h,見逃し,マクガフ,丸 佳浩,8-8,●●●
2,スプリット,139km/h,見逃し,マクガフ,丸 佳浩,8-8,●●●
3,スプリット,141km/h,ボール  [ワンバウンド],マクガフ,丸 佳浩,8-8,●●●
4,カットボール,139km/h,ファウル,マクガフ,丸 佳浩,8-8,●●●
5,スプリット,140km/h,空三振,マクガフ,丸 佳浩,8-8,●●●
1,ストレート,137km/h,ボール,濵口 遥大,岡林 勇希,0-0,●
2,ストレート,139km/h,ボール,濵口 遥大,岡林 勇希,0-0,●
3,ストレート,138km/h,見逃し,濵口 遥大,岡林 勇希,0-0,●
4,ストレート,138km/h,左飛,濵口 遥大,岡林 勇希,0-0,●
1,ストレート,137km/h,ボール,濵口 遥大,土田 龍空,0-0,●●
2,ストレート,138km/h,ファウル,濵口 遥大,土田 龍空,0-0,●●
3,スライダー,133km/h,二ゴロ  [バットの先、引っかけ],濵口 遥大,土田 龍空,0-0,●●
1,ストレート,139km/h,見逃し,濵口 遥大,大島 洋平,0-0,●●
2,ストレート,139km/h,ファウル,濵口 遥大,大島 洋平,0-0,●●
3,ストレート,138km/h,ファウル  [ライン際],濵口 遥大,大島 洋平,0-0,●●
4,スライダー,135km/h,ファウル,濵口 遥大,大島 洋平,0-0,●●
5,スライダー,120km/h,ボール,濵口 遥大,大島 洋平,0-0,●●
6,ストレート,141km/h,ボール,濵口 遥大,大島 洋平,0-0,●●
7,ストレート,140km/h,ボール,濵口 遥大,大島 洋平,0-0,●●
8,ストレート,140km/h,四球  [ハーフスイング],濵口 遥大,大島 洋平,0-0,●●
1,ストレート,135km/h,ボール,濵口 遥大,ビシエド,0-0,●●●
2,スライダー,133km/h,空振り,濵口 遥大,ビシエド,0-0,●●●
3,フォーク,131km/h,ボール  [ワンバウンド],濵口 遥大,ビシエド,0-0,●●●
4,スライダー,133km/h,見逃し,濵口 遥大,ビシエド,0-0,●●●
5,チェンジアップ,121km/h,ファウル  [ライン際],濵口 遥大,ビシエド,0-0,●●●
6,ストレート,139km/h,遊飛  [詰り],濵口 遥大,ビシエド,0-0,●●●
1,ストレート,145km/h,見逃し,勝野 昌慶,桑原 将志,0-0,
2,スライダー,133km/h,ボール,勝野 昌慶,桑原 将志,0-0,
3,スライダー,135km/h,ボール,勝野 昌慶,桑原 将志,0-0,
4,フォーク,138km/h,ボール,勝野 昌慶,桑原 将志,0-0,
5,ストレート,146km/h,四球,勝野 昌慶,桑原 将志,0-0,
1,フォーク,138km/h,見逃し,勝野 昌慶,大田 泰示,0-0,●●
2,カーブ,118km/h,ボール,勝野 昌慶,大田 泰示,0-0,●●
3,フォーク,137km/h,空振り,勝野 昌慶,大田 泰示,0-0,●●
4,ストレート,145km/h,ボール,勝野 昌慶,大田 泰示,0-0,●●
5,スライダー,136km/h,投直  [痛烈な当たり、好プレイ],勝野 昌慶,大田 泰示,0-0,●●
1,ストレート,148km/h,ボール,勝野 昌慶,佐野 恵太,0-0,●●●
2,ストレート,148km/h,ボール,勝野 昌慶,佐野 恵太,0-0,●●●
3,フォーク,140km/h,ファウル,勝野 昌慶,佐野 恵太,0-0,●●●
4,フォーク,140km/h,空振り,勝野 昌慶,佐野 恵太,0-0,●●●
5,フォーク,143km/h,空三振,勝野 昌慶,佐野 恵太,0-0,●●●
1,ストレート,136km/h,見逃し,濵口 遥大,阿部 寿樹,1-0,
2,スライダー,133km/h,ファウル  [自打球],濵口 遥大,阿部 寿樹,1-0,
3,フォーク,131km/h,左本  [スタンド中段],濵口 遥大,阿部 寿樹,1-0,
1,スライダー,132km/h,見逃し  [セーフティバント、バント構え],濵口 遥大,三好 大倫,1-0,●
2,スライダー,120km/h,ボール,濵口 遥大,三好 大倫,1-0,●
3,スライダー,134km/h,三邪飛,濵口 遥大,三好 大倫,1-0,●
1,チェンジアップ,120km/h,ボール,濵口 遥大,石垣 雅海,1-0,●●
2,スライダー,132km/h,空振り,濵口 遥大,石垣 雅海,1-0,●●
3,ストレート,136km/h,ファウル,濵口 遥大,石垣 雅海,1-0,●●
4,チェンジアップ,120km/h,見三振,濵口 遥大,石垣 雅海,1-0,●●
1,ストレート,137km/h,見逃し,濵口 遥大,石橋 康太,1-0,●●●
2,ストレート,136km/h,遊ゴロ  [バットの先],濵口 遥大,石橋 康太,1-0,●●●
1,ストレート,146km/h,ボール,勝野 昌慶,牧 秀悟,1-0,●
2,ストレート,148km/h,ボール,勝野 昌慶,牧 秀悟,1-0,●
3,フォーク,141km/h,ファウル,勝野 昌慶,牧 秀悟,1-0,●
4,ストレート,148km/h,ファウル,勝野 昌慶,牧 秀悟,1-0,●
5,ストレート,149km/h,ボール,勝野 昌慶,牧 秀悟,1-0,●
6,フォーク,144km/h,空三振,勝野 昌慶,牧 秀悟,1-0,●
1,ストレート,149km/h,ボール,勝野 昌慶,宮﨑 敏郎,1-0,●●
2,ストレート,149km/h,ボール,勝野 昌慶,宮﨑 敏郎,1-0,●●
3,ストレート,148km/h,中安  [フェンス直撃、好返球],勝野 昌慶,宮﨑 敏郎,1-0,●●
1,フォーク,143km/h,見逃し,勝野 昌慶,ソト,1-1,●●
2,カーブ,125km/h,ボール  [ワンバウンド、ハーフスイング],勝野 昌慶,ソト,1-1,●●
3,ストレート,148km/h,右本  [スタンド上段、ポール際],勝野 昌慶,ソト,1-1,●●
1,ストレート,148km/h,空振り,勝野 昌慶,森 敬斗,1-1,●●●
2,フォーク,142km/h,投ゴロ,勝野 昌慶,森 敬斗,1-1,●●●
1,ストレート,135km/h,見逃し,濵口 遥大,勝野 昌慶,1-1,
2,チェンジアップ,119km/h,見逃し,濵口 遥大,勝野 昌慶,1-1,
3,フォーク,129km/h,ボール  [ワンバウンド],濵口 遥大,勝野 昌慶,1-1,
4,チェンジアップ,119km/h,中２,濵口 遥大,勝野 昌慶,1-1,
1,ストレート,135km/h,ファウル  [セーフティバント、バントファウル],濵口 遥大,岡林 勇希,1-1,
2,ストレート,137km/h,投安  [高めのつり球を要求、セーフティバント、バントヒット、間一髪],濵口 遥大,岡林 勇希,1-1,
1,スライダー,133km/h,遊併打,濵口 遥大,土田 龍空,2-1,●●
1,ストレート,138km/h,ボール  [ワンバウンド],濵口 遥大,大島 洋平,2-1,●●●
2,ストレート,139km/h,ボール,濵口 遥大,大島 洋平,2-1,●●●
3,ストレート,139km/h,ファウル,濵口 遥大,大島 洋平,2-1,●●●
4,スライダー,135km/h,空振り  [ハーフスイング],濵口 遥大,大島 洋平,2-1,●●●
5,スライダー,134km/h,二ゴロ  [当てただけ、バットの先],濵口 遥大,大島 洋平,2-1,●●●
1,フォーク,140km/h,見逃し,勝野 昌慶,戸柱 恭孝,2-1,●
2,フォーク,144km/h,ボール,勝野 昌慶,戸柱 恭孝,2-1,●
3,ストレート,147km/h,ファウル,勝野 昌慶,戸柱 恭孝,2-1,●
4,フォーク,143km/h,ファウル,勝野 昌慶,戸柱 恭孝,2-1,●
5,カーブ,125km/h,空三振,勝野 昌慶,戸柱 恭孝,2-1,●
1,ストレート,149km/h,見逃し,勝野 昌慶,濵口 遥大,2-1,●●
2,ストレート,149km/h,見逃し,勝野 昌慶,濵口 遥大,2-1,●●
3,フォーク,145km/h,ボール,勝野 昌慶,濵口 遥大,2-1,●●
4,ストレート,151km/h,ボール,勝野 昌慶,濵口 遥大,2-1,●●
5,ストレート,149km/h,空三振,勝野 昌慶,濵口 遥大,2-1,●●
1,スライダー,138km/h,ボール,勝野 昌慶,桑原 将志,2-1,●●●
2,ストレート,148km/h,ボール,勝野 昌慶,桑原 将志,2-1,●●●
3,フォーク,143km/h,見逃し,勝野 昌慶,桑原 将志,2-1,●●●
4,ストレート,148km/h,中飛,勝野 昌慶,桑原 将志,2-1,●●●
1,ストレート,136km/h,ボール,濵口 遥大,ビシエド,2-1,●
2,スライダー,131km/h,遊ゴロ,濵口 遥大,ビシエド,2-1,●
1,チェンジアップ,120km/h,見逃し,濵口 遥大,阿部 寿樹,2-1,●
2,スライダー,133km/h,中安  [詰り],濵口 遥大,阿部 寿樹,2-1,●
1,ストレート,137km/h,見逃し,濵口 遥大,三好 大倫,2-1,●●
2,スライダー,133km/h,空振り,濵口 遥大,三好 大倫,2-1,●●
3,スライダー,133km/h,空三振  [ハーフスイング],濵口 遥大,三好 大倫,2-1,●●
1,スライダー,132km/h,ファウル,濵口 遥大,石垣 雅海,2-1,●●●
2,スライダー,134km/h,ファウル,濵口 遥大,石垣 雅海,2-1,●●●
3,チェンジアップ,123km/h,空三振,濵口 遥大,石垣 雅海,2-1,●●●
1,ストレート,146km/h,三ゴロ  [詰り],勝野 昌慶,大田 泰示,2-1,●
1,フォーク,139km/h,ボール,勝野 昌慶,佐野 恵太,2-1,●
2,ストレート,146km/h,見逃し,勝野 昌慶,佐野 恵太,2-1,●
3,カーブ,123km/h,空振り,勝野 昌慶,佐野 恵太,2-1,●
4,ストレート,149km/h,ボール,勝野 昌慶,佐野 恵太,2-1,●
5,フォーク,143km/h,右安,勝野 昌慶,佐野 恵太,2-1,●
1,カーブ,119km/h,ボール,勝野 昌慶,牧 秀悟,2-1,●●
2,フォーク,140km/h,ボール  [ワンバウンド],勝野 昌慶,牧 秀悟,2-1,●●
3,フォーク,139km/h,ファウル,勝野 昌慶,牧 秀悟,2-1,●●
4,ストレート,148km/h,ボール,勝野 昌慶,牧 秀悟,2-1,●●
5,スライダー,138km/h,ファウル,勝野 昌慶,牧 秀悟,2-1,●●
6,ストレート,148km/h,ファウル  [ランエンドヒット],勝野 昌慶,牧 秀悟,2-1,●●
7,フォーク,141km/h,空三振  [ランエンドヒット],勝野 昌慶,牧 秀悟,2-1,●●
1,フォーク,140km/h,ボール,勝野 昌慶,宮﨑 敏郎,2-1,●●●
2,カーブ,120km/h,見逃し,勝野 昌慶,宮﨑 敏郎,2-1,●●●
3,フォーク,140km/h,ボール,勝野 昌慶,宮﨑 敏郎,2-1,●●●
4,フォーク,135km/h,ボール,勝野 昌慶,宮﨑 敏郎,2-1,●●●
5,フォーク,139km/h,見逃し,勝野 昌慶,宮﨑 敏郎,2-1,●●●
6,ストレート,148km/h,捕邪飛,勝野 昌慶,宮﨑 敏郎,2-1,●●●
1,ストレート,134km/h,見逃し  [セーフティバント、バント構え],濵口 遥大,石橋 康太,2-1,●
2,フォーク,129km/h,中飛,濵口 遥大,石橋 康太,2-1,●
1,ストレート,135km/h,ボール,濵口 遥大,勝野 昌慶,2-1,●
2,ストレート,135km/h,見逃し,濵口 遥大,勝野 昌慶,2-1,●
3,ストレート,137km/h,見逃し,濵口 遥大,勝野 昌慶,2-1,●
4,フォーク,131km/h,ボール  [ワンバウンド],濵口 遥大,勝野 昌慶,2-1,●
5,ストレート,138km/h,遊失  [逆シングル、送球がバウンド],濵口 遥大,勝野 昌慶,2-1,●
1,スライダー,130km/h,ボール,濵口 遥大,岡林 勇希,2-1,●●
2,ストレート,139km/h,ボール,濵口 遥大,岡林 勇希,2-1,●●
3,ストレート,140km/h,見逃し,濵口 遥大,岡林 勇希,2-1,●●
4,スライダー,133km/h,中飛  [泳ぎ],濵口 遥大,岡林 勇希,2-1,●●
1,ストレート,139km/h,ファウル,濵口 遥大,土田 龍空,2-1,●●●
2,スライダー,134km/h,ファウル  [止めたバットに当たる],濵口 遥大,土田 龍空,2-1,●●●
3,スライダー,132km/h,ファウル,濵口 遥大,土田 龍空,2-1,●●●
4,ストレート,138km/h,二ゴロ  [詰り],濵口 遥大,土田 龍空,2-1,●●●
1,ストレート,146km/h,ボール,勝野 昌慶,ソト,2-1,●
2,フォーク,143km/h,ボール  [ワンバウンド],勝野 昌慶,ソト,2-1,●
3,フォーク,140km/h,見逃し,勝野 昌慶,ソト,2-1,●
4,ストレート,148km/h,空振り,勝野 昌慶,ソト,2-1,●
5,カーブ,124km/h,ファウル  [自打球],勝野 昌慶,ソト,2-1,●
6,フォーク,143km/h,ボール  [ワンバウンド],勝野 昌慶,ソト,2-1,●
7,ストレート,149km/h,空三振,勝野 昌慶,ソト,2-1,●
1,フォーク,140km/h,中飛,勝野 昌慶,森 敬斗,2-1,●●
1,カーブ,121km/h,ボール,勝野 昌慶,戸柱 恭孝,2-2,●●
2,スライダー,135km/h,ファウル,勝野 昌慶,戸柱 恭孝,2-2,●●
3,カーブ,121km/h,右本  [スタンドギリギリ],勝野 昌慶,戸柱 恭孝,2-2,●●
1,ストレート,147km/h,ボール,勝野 昌慶,濵口 遥大,2-2,●●●
