投球数,球種,球速,結果,投手,打者,スコア
1,ツーシーム,142km/h,右飛,大貫 晋一,福田 永将,4-0
1,スプリット,135km/h,ファウル,大貫 晋一,土田 龍空,4-0
2,ストレート,144km/h,空振り,大貫 晋一,土田 龍空,4-0
3,ストレート,145km/h,ファウル,大貫 晋一,土田 龍空,4-0
4,スプリット,138km/h,ファウル,大貫 晋一,土田 龍空,4-0
5,ストレート,144km/h,ボール  [高めのつり球を要求],大貫 晋一,土田 龍空,4-0
6,スプリット,137km/h,空三振,大貫 晋一,土田 龍空,4-0
1,カットボール,139km/h,遊ゴロ,森 博人,嶺井 博希,4-0
1,ストレート,146km/h,ボール,森 博人,森 敬斗,4-0
2,カットボール,137km/h,空振り,森 博人,森 敬斗,4-0
3,カットボール,139km/h,ボール,森 博人,森 敬斗,4-0
4,ストレート,146km/h,ファウル,森 博人,森 敬斗,4-0
5,ストレート,145km/h,ボール,森 博人,森 敬斗,4-0
6,ストレート,143km/h,ファウル,森 博人,森 敬斗,4-0
7,カットボール,139km/h,左飛,森 博人,森 敬斗,4-0
1,ストレート,145km/h,見逃し,森 博人,大貫 晋一,4-0
2,ストレート,145km/h,見逃し,森 博人,大貫 晋一,4-0
3,ストレート,146km/h,ボール  [ハーフスイング],森 博人,大貫 晋一,4-0
4,ストレート,146km/h,ファウル,森 博人,大貫 晋一,4-0
5,カットボール,138km/h,二ゴロ  [ボテボテ],森 博人,大貫 晋一,4-0
1,スプリット,137km/h,見逃し,大貫 晋一,後藤 駿太,4-0
2,カーブ,117km/h,ボール,大貫 晋一,後藤 駿太,4-0
3,スプリット,136km/h,空振り,大貫 晋一,後藤 駿太,4-0
4,ストレート,146km/h,ファウル,大貫 晋一,後藤 駿太,4-0
5,スプリット,136km/h,ボール  [ワンバウンド],大貫 晋一,後藤 駿太,4-0
6,カーブ,117km/h,ボール,大貫 晋一,後藤 駿太,4-0
7,スプリット,136km/h,空三振  [ファウルチップ],大貫 晋一,後藤 駿太,4-0
1,スライダー,130km/h,ボール,大貫 晋一,大島 洋平,4-0
2,カーブ,117km/h,ファウル,大貫 晋一,大島 洋平,4-0
3,カットボール,139km/h,見逃し,大貫 晋一,大島 洋平,4-0
4,ストレート,145km/h,ファウル,大貫 晋一,大島 洋平,4-0
5,カーブ,119km/h,左安  [ライン際],大貫 晋一,大島 洋平,4-0
1,スプリット,136km/h,ボール,大貫 晋一,岡林 勇希,4-0
2,ストレート,142km/h,ボール,大貫 晋一,岡林 勇希,4-0
3,ストレート,141km/h,ボール,大貫 晋一,岡林 勇希,4-0
4,ストレート,141km/h,見逃し,大貫 晋一,岡林 勇希,4-0
5,ストレート,142km/h,見逃し,大貫 晋一,岡林 勇希,4-0
6,ツーシーム,141km/h,ファウル  [ランエンドヒット],大貫 晋一,岡林 勇希,4-0
7,ストレート,143km/h,見三振  [全く反応できず],大貫 晋一,岡林 勇希,4-0
1,カーブ,115km/h,見逃し,大貫 晋一,郡司 裕也,4-0
2,スライダー,131km/h,空振り  [ワンバウンド],大貫 晋一,郡司 裕也,4-0
3,スプリット,136km/h,空三振,大貫 晋一,郡司 裕也,4-0
1,ストレート,140km/h,ボール,福 敬登,蝦名 達夫,5-0
2,ストレート,143km/h,ボール,福 敬登,蝦名 達夫,5-0
3,ストレート,142km/h,左本,福 敬登,蝦名 達夫,5-0
1,スライダー,126km/h,ファウル,福 敬登,桑原 将志,5-0
2,カットボール,131km/h,見逃し,福 敬登,桑原 将志,5-0
3,ストレート,144km/h,ボール,福 敬登,桑原 将志,5-0
4,スクリュー,128km/h,中飛,福 敬登,桑原 将志,5-0
1,カットボール,129km/h,ボール,福 敬登,佐野 恵太,5-0
2,ストレート,144km/h,中飛,福 敬登,佐野 恵太,5-0
1,ストレート,150km/h,ボール,根尾 昂,ソト,5-0
2,スライダー,132km/h,ファウル,根尾 昂,ソト,5-0
3,ストレート,151km/h,ファウル,根尾 昂,ソト,5-0
4,フォーク,143km/h,ボール,根尾 昂,ソト,5-0
5,スライダー,138km/h,空三振,根尾 昂,ソト,5-0
1,ストレート,141km/h,ボール,大貫 晋一,ビシエド,5-0
2,ストレート,142km/h,右安,大貫 晋一,ビシエド,5-0
1,ツーシーム,140km/h,見逃し,大貫 晋一,木下 拓哉,5-2
2,カーブ,116km/h,ボール,大貫 晋一,木下 拓哉,5-2
3,スプリット,133km/h,空振り,大貫 晋一,木下 拓哉,5-2
4,ツーシーム,141km/h,ファウル,大貫 晋一,木下 拓哉,5-2
5,スプリット,135km/h,左本  [スタンドギリギリ],大貫 晋一,木下 拓哉,5-2
1,スプリット,134km/h,二ゴロ,大貫 晋一,溝脇 隼人,5-2
1,スライダー,130km/h,左安,大貫 晋一,福田 永将,5-2
1,スプリット,135km/h,ボール,大貫 晋一,土田 龍空,5-2
2,スプリット,133km/h,ボール,大貫 晋一,土田 龍空,5-2
3,ツーシーム,141km/h,見逃し,大貫 晋一,土田 龍空,5-2
4,スプリット,133km/h,空振り,大貫 晋一,土田 龍空,5-2
5,ストレート,142km/h,左邪飛,大貫 晋一,土田 龍空,5-2
1,ツーシーム,149km/h,ボール,エスコバー,後藤 駿太,5-2
2,ストレート,151km/h,ボール,エスコバー,後藤 駿太,5-2
3,ストレート,151km/h,ボール,エスコバー,後藤 駿太,5-2
4,ストレート,150km/h,見逃し,エスコバー,後藤 駿太,5-2
5,ストレート,148km/h,ファウル,エスコバー,後藤 駿太,5-2
6,ストレート,152km/h,ファウル,エスコバー,後藤 駿太,5-2
7,ストレート,151km/h,左飛,エスコバー,後藤 駿太,5-2
1,ストレート,152km/h,見逃し,根尾 昂,宮﨑 敏郎,5-2
2,フォーク,140km/h,空振り,根尾 昂,宮﨑 敏郎,5-2
3,スライダー,140km/h,ボール  [ワンバウンド],根尾 昂,宮﨑 敏郎,5-2
4,フォーク,143km/h,二飛,根尾 昂,宮﨑 敏郎,5-2
1,カーブ,122km/h,ボール,根尾 昂,大和,5-2
2,ストレート,152km/h,ボール,根尾 昂,大和,5-2
3,ストレート,152km/h,ボール,根尾 昂,大和,5-2
4,ストレート,150km/h,見逃し,根尾 昂,大和,5-2
5,ツーシーム,152km/h,右飛,根尾 昂,大和,5-2
1,ストレート,153km/h,ボール,根尾 昂,嶺井 博希,5-2
2,ストレート,151km/h,遊ゴロ  [サイン違い],根尾 昂,嶺井 博希,5-2
1,ストレート,153km/h,ボール,エスコバー,大島 洋平,5-2
2,ストレート,152km/h,見逃し,エスコバー,大島 洋平,5-2
3,ストレート,152km/h,ボール,エスコバー,大島 洋平,5-2
4,ストレート,151km/h,中安,エスコバー,大島 洋平,5-2
1,ストレート,152km/h,ファウル,エスコバー,岡林 勇希,5-2
2,スライダー,136km/h,右安,エスコバー,岡林 勇希,5-2
1,スライダー,130km/h,ファウル,伊勢 大夢,平田 良介,5-2
2,スライダー,129km/h,空振り,伊勢 大夢,平田 良介,5-2
3,ストレート,151km/h,ボール,伊勢 大夢,平田 良介,5-2
4,フォーク,134km/h,ファウル,伊勢 大夢,平田 良介,5-2
5,ストレート,149km/h,ファウル,伊勢 大夢,平田 良介,5-2
6,フォーク,137km/h,ファウル,伊勢 大夢,平田 良介,5-2
7,ストレート,150km/h,空三振  [振り遅れ],伊勢 大夢,平田 良介,5-2
1,ストレート,149km/h,見逃し,伊勢 大夢,ビシエド,5-2
2,ストレート,149km/h,ファウル,伊勢 大夢,ビシエド,5-2
3,ストレート,150km/h,ボール,伊勢 大夢,ビシエド,5-2
4,ストレート,150km/h,ファウル,伊勢 大夢,ビシエド,5-2
5,フォーク,136km/h,ボール  [ワンバウンド、捕手後逸阻止],伊勢 大夢,ビシエド,5-2
6,ストレート,149km/h,空三振,伊勢 大夢,ビシエド,5-2
1,ストレート,151km/h,見逃し,伊勢 大夢,木下 拓哉,5-2
2,スライダー,132km/h,ボール,伊勢 大夢,木下 拓哉,5-2
3,ストレート,150km/h,ファウル,伊勢 大夢,木下 拓哉,5-2
4,フォーク,137km/h,一直  [サイン違い、野手の正面をつく],伊勢 大夢,木下 拓哉,5-2
1,ストレート,148km/h,ボール,タバーレス,森 敬斗,5-2
2,ツーシーム,144km/h,ボール,タバーレス,森 敬斗,5-2
3,ツーシーム,144km/h,ボール,タバーレス,森 敬斗,5-2
4,ストレート,147km/h,四球,タバーレス,森 敬斗,5-2
1,ストレート,148km/h,捕犠打,タバーレス,関根 大気,5-2
1,ツーシーム,144km/h,ボール,タバーレス,蝦名 達夫,5-2
2,カーブ,122km/h,空振り  [ハーフスイング],タバーレス,蝦名 達夫,5-2
3,ツーシーム,143km/h,ボール  [ワンバウンド],タバーレス,蝦名 達夫,5-2
4,カーブ,122km/h,見逃し,タバーレス,蝦名 達夫,5-2
5,スライダー,137km/h,空三振,タバーレス,蝦名 達夫,5-2
1,カーブ,123km/h,ボール  [ワンバウンド、ハーフスイング],タバーレス,桑原 将志,5-2
2,ツーシーム,143km/h,ボール,タバーレス,桑原 将志,5-2
3,ツーシーム,143km/h,ボール,タバーレス,桑原 将志,5-2
4,ストレート,147km/h,四球  [逆球],タバーレス,桑原 将志,5-2
1,スライダー,138km/h,ファウル,タバーレス,佐野 恵太,6-2
2,ツーシーム,144km/h,ボール,タバーレス,佐野 恵太,6-2
3,スライダー,138km/h,ファウル,タバーレス,佐野 恵太,6-2
4,ストレート,148km/h,中安  [高めのつり球を要求],タバーレス,佐野 恵太,6-2
1,カーブ,124km/h,空振り  [ワンバウンド],タバーレス,神里 和毅,6-2
2,ストレート,146km/h,見逃し,タバーレス,神里 和毅,6-2
3,スライダー,137km/h,ボール,タバーレス,神里 和毅,6-2
4,ストレート,150km/h,ボール,タバーレス,神里 和毅,6-2
5,ストレート,147km/h,ボール,タバーレス,神里 和毅,6-2
6,カーブ,121km/h,見三振  [構えたところにズバリ],タバーレス,神里 和毅,6-2
1,スプリット,137km/h,見逃し,山﨑 康晃,溝脇 隼人,6-2
2,ストレート,150km/h,空振り  [ファウルチップ],山﨑 康晃,溝脇 隼人,6-2
3,ストレート,149km/h,見三振  [全く反応できず],山﨑 康晃,溝脇 隼人,6-2
1,ストレート,147km/h,左本  [ポール直撃],山﨑 康晃,福田 永将,6-3
1,スプリット,142km/h,遊失  [送球がバウンド],山﨑 康晃,土田 龍空,6-3
1,スプリット,139km/h,ボール,山﨑 康晃,後藤 駿太,6-3
2,スプリット,140km/h,空振り,山﨑 康晃,後藤 駿太,6-3
3,ストレート,150km/h,見逃し,山﨑 康晃,後藤 駿太,6-3
4,スプリット,141km/h,一ゴロ,山﨑 康晃,後藤 駿太,6-3
1,ストレート,146km/h,見逃し,山﨑 康晃,大島 洋平,6-4
2,ストレート,151km/h,ボール,山﨑 康晃,大島 洋平,6-4
3,ストレート,150km/h,中安,山﨑 康晃,大島 洋平,6-4
1,ストレート,152km/h,見逃し,山﨑 康晃,岡林 勇希,6-4
2,スプリット,138km/h,右安,山﨑 康晃,岡林 勇希,6-4
1,ストレート,148km/h,見逃し,山﨑 康晃,山下 斐紹,6-4
2,スプリット,140km/h,左飛,山﨑 康晃,山下 斐紹,6-4
1,ストレート,147km/h,ボール,アンダーソン,中野 拓夢,0-0
2,ストレート,147km/h,見逃し,アンダーソン,中野 拓夢,0-0
3,ストレート,147km/h,ファウル,アンダーソン,中野 拓夢,0-0
4,ナックルカーブ,120km/h,左飛,アンダーソン,中野 拓夢,0-0
1,チェンジアップ,140km/h,ボール,アンダーソン,島田 海吏,0-0
2,ストレート,149km/h,空振り,アンダーソン,島田 海吏,0-0
3,ストレート,149km/h,ファウル,アンダーソン,島田 海吏,0-0
4,チェンジアップ,137km/h,ファウル,アンダーソン,島田 海吏,0-0
5,ストレート,-,見三振  [全く反応できず],アンダーソン,島田 海吏,0-0
1,スライダー,135km/h,ボール,アンダーソン,近本 光司,0-0
2,ストレート,149km/h,見逃し,アンダーソン,近本 光司,0-0
3,ナックルカーブ,122km/h,ボール  [ワンバウンド],アンダーソン,近本 光司,0-0
4,ストレート,147km/h,ファウル,アンダーソン,近本 光司,0-0
5,スライダー,134km/h,ボール,アンダーソン,近本 光司,0-0
6,ストレート,149km/h,四球,アンダーソン,近本 光司,0-0
1,チェンジアップ,135km/h,ボール,アンダーソン,佐藤 輝明,0-0
2,ストレート,143km/h,左安  [詰り、ポテンヒット],アンダーソン,佐藤 輝明,0-0
1,ストレート,144km/h,中安,アンダーソン,大山 悠輔,1-0
1,ストレート,144km/h,見逃し,アンダーソン,糸原 健斗,2-0
2,チェンジアップ,135km/h,ボール,アンダーソン,糸原 健斗,2-0
3,ストレート,145km/h,右安,アンダーソン,糸原 健斗,2-0
1,ナックルカーブ,117km/h,空振り,アンダーソン,小幡 竜平,2-0
2,ナックルカーブ,118km/h,見逃し,アンダーソン,小幡 竜平,2-0
3,ストレート,147km/h,三ゴロ  [詰り],アンダーソン,小幡 竜平,2-0
1,シュート,137km/h,右安,西 勇輝,野間 峻祥,2-0
1,シュート,135km/h,見逃し,西 勇輝,菊池 涼介,2-0
2,スライダー,129km/h,ボール,西 勇輝,菊池 涼介,2-0
3,カーブ,115km/h,ボール  [ワンバウンド],西 勇輝,菊池 涼介,2-0
4,ストレート,139km/h,ボール,西 勇輝,菊池 涼介,2-0
5,スライダー,132km/h,ファウル,西 勇輝,菊池 涼介,2-0
6,シュート,141km/h,右安  [ランエンドヒット、右打ち],西 勇輝,菊池 涼介,2-0
1,スライダー,132km/h,ファウル,西 勇輝,秋山 翔吾,2-1
2,ストレート,138km/h,ボール,西 勇輝,秋山 翔吾,2-1
3,シュート,139km/h,ボール,西 勇輝,秋山 翔吾,2-1
4,シュート,130km/h,ボール,西 勇輝,秋山 翔吾,2-1
5,チェンジアップ,134km/h,ファウル,西 勇輝,秋山 翔吾,2-1
6,チェンジアップ,130km/h,二併打  [リプレー検証後判定覆る],西 勇輝,秋山 翔吾,2-1
1,スライダー,131km/h,ボール,西 勇輝,坂倉 将吾,2-1
2,チェンジアップ,130km/h,一ゴロ,西 勇輝,坂倉 将吾,2-1
1,ストレート,145km/h,見逃し,アンダーソン,梅野 隆太郎,2-1
2,スライダー,134km/h,見逃し,アンダーソン,梅野 隆太郎,2-1
3,スライダー,134km/h,ボール,アンダーソン,梅野 隆太郎,2-1
4,ストレート,147km/h,ファウル,アンダーソン,梅野 隆太郎,2-1
5,ストレート,148km/h,ファウル,アンダーソン,梅野 隆太郎,2-1
6,ストレート,149km/h,空三振,アンダーソン,梅野 隆太郎,2-1
1,ストレート,145km/h,見逃し  [タイム要求が認められず],アンダーソン,西 勇輝,2-1
2,ストレート,150km/h,空振り,アンダーソン,西 勇輝,2-1
3,スライダー,137km/h,空三振,アンダーソン,西 勇輝,2-1
1,スライダー,133km/h,見逃し,アンダーソン,中野 拓夢,2-1
2,ストレート,150km/h,ボール,アンダーソン,中野 拓夢,2-1
3,カットボール,141km/h,ファウル,アンダーソン,中野 拓夢,2-1
4,ストレート,-,中安,アンダーソン,中野 拓夢,2-1
1,スライダー,134km/h,ボール,アンダーソン,島田 海吏,3-1
2,チェンジアップ,143km/h,ボール,アンダーソン,島田 海吏,3-1
3,ストレート,143km/h,右２  [ヘッドスライディング],アンダーソン,島田 海吏,3-1
1,ナックルカーブ,117km/h,ボール,アンダーソン,近本 光司,3-1
2,スライダー,128km/h,見逃し,アンダーソン,近本 光司,3-1
3,ナックルカーブ,120km/h,ボール,アンダーソン,近本 光司,3-1
4,ストレート,145km/h,ボール,アンダーソン,近本 光司,3-1
5,スライダー,127km/h,四球,アンダーソン,近本 光司,3-1
1,ストレート,145km/h,ボール,アンダーソン,佐藤 輝明,3-1
2,ナックルカーブ,120km/h,ファウル,アンダーソン,佐藤 輝明,3-1
3,ストレート,148km/h,見逃し,アンダーソン,佐藤 輝明,3-1
4,ストレート,148km/h,ボール,アンダーソン,佐藤 輝明,3-1
5,ナックルカーブ,120km/h,ボール  [ワンバウンド],アンダーソン,佐藤 輝明,3-1
6,ストレート,145km/h,ファウル,アンダーソン,佐藤 輝明,3-1
7,チェンジアップ,-,見三振  [判定不服],アンダーソン,佐藤 輝明,3-1
1,シュート,137km/h,ボール,西 勇輝,松山 竜平,3-1
2,チェンジアップ,130km/h,ボール,西 勇輝,松山 竜平,3-1
3,スライダー,132km/h,見逃し,西 勇輝,松山 竜平,3-1
4,ストレート,141km/h,見逃し,西 勇輝,松山 竜平,3-1
5,スライダー,134km/h,三飛,西 勇輝,松山 竜平,3-1
1,ストレート,140km/h,見逃し,西 勇輝,長野 久義,3-1
2,シュート,140km/h,左飛,西 勇輝,長野 久義,3-1
1,ストレート,136km/h,ボール,西 勇輝,小園 海斗,3-1
2,チェンジアップ,131km/h,二ゴロ,西 勇輝,小園 海斗,3-1
1,カットボール,136km/h,見逃し,アンダーソン,大山 悠輔,3-1
2,スライダー,128km/h,ボール  [ワンバウンド],アンダーソン,大山 悠輔,3-1
3,ナックルカーブ,119km/h,空振り,アンダーソン,大山 悠輔,3-1
4,ストレート,149km/h,ファウル,アンダーソン,大山 悠輔,3-1
5,ナックルカーブ,118km/h,右飛,アンダーソン,大山 悠輔,3-1
1,ストレート,148km/h,見逃し,アンダーソン,糸原 健斗,3-1
2,ストレート,147km/h,ファウル,アンダーソン,糸原 健斗,3-1
3,ストレート,148km/h,ボール,アンダーソン,糸原 健斗,3-1
4,ナックルカーブ,118km/h,ファウル,アンダーソン,糸原 健斗,3-1
5,ストレート,149km/h,二ゴロ,アンダーソン,糸原 健斗,3-1
