投球数,球種,球速,結果,投手,打者,スコア
4,ストレート,135km/h,投ゴロ  [詰り],佐藤 奨真,中川 圭太,0-1
1,ストレート,134km/h,ボール,佐藤 奨真,杉本 裕太郎,0-1
2,カーブ,102km/h,空振り,佐藤 奨真,杉本 裕太郎,0-1
3,カーブ,101km/h,ボール  [ワンバウンド],佐藤 奨真,杉本 裕太郎,0-1
1,ストレート,134km/h,ボール,佐藤 奨真,杉本 裕太郎,0-1
2,カーブ,102km/h,空振り,佐藤 奨真,杉本 裕太郎,0-1
3,カーブ,101km/h,ボール  [ワンバウンド],佐藤 奨真,杉本 裕太郎,0-1
4,チェンジアップ,118km/h,空振り,佐藤 奨真,杉本 裕太郎,0-1
5,ストレート,134km/h,ファウル,佐藤 奨真,杉本 裕太郎,0-1
6,チェンジアップ,123km/h,ボール  [ワンバウンド],佐藤 奨真,杉本 裕太郎,0-1
7,チェンジアップ,123km/h,三ゴロ  [内野前進、引っかけ],佐藤 奨真,杉本 裕太郎,0-1
1,カーブ,101km/h,ボール,佐藤 奨真,頓宮 裕真,0-1
2,ストレート,135km/h,ボール,佐藤 奨真,頓宮 裕真,0-1
3,カットボール,125km/h,ファウル  [詰り、バット折れる],佐藤 奨真,頓宮 裕真,0-1
4,カーブ,105km/h,左飛,佐藤 奨真,頓宮 裕真,0-1
1,カーブ,122km/h,ボール,山本 由伸,レアード,0-1
2,ストレート,152km/h,一飛,山本 由伸,レアード,0-1
1,ストレート,155km/h,ボール,山本 由伸,マーティン,0-1
2,カットボール,148km/h,ファウル,山本 由伸,マーティン,0-1
3,フォーク,147km/h,中飛,山本 由伸,マーティン,0-1
1,ストレート,148km/h,ボール,山本 由伸,岡 大海,0-1
2,フォーク,146km/h,ボール,山本 由伸,岡 大海,0-1
3,フォーク,145km/h,ボール,山本 由伸,岡 大海,0-1
4,ストレート,155km/h,見逃し,山本 由伸,岡 大海,0-1
5,ストレート,154km/h,見逃し  [一塁へ歩きかける],山本 由伸,岡 大海,0-1
6,カーブ,128km/h,四球,山本 由伸,岡 大海,0-1
1,ストレート,149km/h,ファウル,山本 由伸,安田 尚憲,0-1
2,ストレート,153km/h,見逃し  [送球がバウンド],山本 由伸,安田 尚憲,0-1
1,ストレート,149km/h,ファウル,山本 由伸,安田 尚憲,0-1
2,ストレート,153km/h,見逃し  [送球がバウンド],山本 由伸,安田 尚憲,0-1
3,フォーク,144km/h,ボール,山本 由伸,安田 尚憲,0-1
4,ストレート,153km/h,ファウル,山本 由伸,安田 尚憲,0-1
5,カーブ,125km/h,ボール  [ハーフスイング],山本 由伸,安田 尚憲,0-1
6,カーブ,123km/h,空三振,山本 由伸,安田 尚憲,0-1
1,カーブ,101km/h,ボール,佐藤 奨真,大城 滉二,0-1
2,ストレート,133km/h,見逃し,佐藤 奨真,大城 滉二,0-1
3,カットボール,125km/h,ボール  [ワンバウンド],佐藤 奨真,大城 滉二,0-1
4,チェンジアップ,123km/h,空振り  [ハーフスイング],佐藤 奨真,大城 滉二,0-1
5,チェンジアップ,122km/h,三ゴロ  [バットの先、ボテボテ、ランニングスロー],佐藤 奨真,大城 滉二,0-1
1,チェンジアップ,117km/h,ボール,佐藤 奨真,野口 智哉,0-1
2,カットボール,130km/h,ボール  [ワンバウンド],佐藤 奨真,野口 智哉,0-1
3,カットボール,126km/h,見逃し,佐藤 奨真,野口 智哉,0-1
4,カーブ,102km/h,ボール,佐藤 奨真,野口 智哉,0-1
5,ストレート,136km/h,左飛,佐藤 奨真,野口 智哉,0-1
1,ストレート,133km/h,ボール,佐藤 奨真,紅林 弘太郎,0-1
2,カーブ,106km/h,ボール,佐藤 奨真,紅林 弘太郎,0-1
3,カーブ,105km/h,見逃し,佐藤 奨真,紅林 弘太郎,0-1
4,チェンジアップ,120km/h,ファウル,佐藤 奨真,紅林 弘太郎,0-1
5,ストレート,133km/h,ボール,佐藤 奨真,紅林 弘太郎,0-1
6,チェンジアップ,126km/h,ファウル  [ライン際の打球を見送る],佐藤 奨真,紅林 弘太郎,0-1
7,チェンジアップ,119km/h,一ゴロ,佐藤 奨真,紅林 弘太郎,0-1
1,ストレート,152km/h,右２  [ライン際],山本 由伸,エチェバリア,0-1
1,ストレート,150km/h,ボール  [バント構え],山本 由伸,柿沼 友哉,0-1
2,ストレート,-,一犠打,山本 由伸,柿沼 友哉,0-1
1,フォーク,145km/h,空振り,山本 由伸,髙部 瑛斗,0-1
2,フォーク,145km/h,ファウル,山本 由伸,髙部 瑛斗,0-1
3,フォーク,144km/h,ボール  [ワンバウンド],山本 由伸,髙部 瑛斗,0-1
4,ストレート,151km/h,ファウル,山本 由伸,髙部 瑛斗,0-1
5,フォーク,149km/h,ファウル,山本 由伸,髙部 瑛斗,0-1
6,ストレート,157km/h,三直  [痛烈な当たり],山本 由伸,髙部 瑛斗,0-1
1,ストレート,133km/h,ボール,佐藤 奨真,伏見 寅威,0-1
2,ストレート,135km/h,見逃し,佐藤 奨真,伏見 寅威,0-1
3,ストレート,136km/h,ボール,佐藤 奨真,伏見 寅威,0-1
4,カーブ,107km/h,見逃し,佐藤 奨真,伏見 寅威,0-1
5,チェンジアップ,119km/h,ボール,佐藤 奨真,伏見 寅威,0-1
6,カットボール,127km/h,空三振,佐藤 奨真,伏見 寅威,0-1
1,チェンジアップ,119km/h,見逃し,佐藤 奨真,福田 周平,0-1
2,カーブ,108km/h,見逃し,佐藤 奨真,福田 周平,0-1
3,ストレート,136km/h,ボール,佐藤 奨真,福田 周平,0-1
4,ストレート,135km/h,投ゴロ,佐藤 奨真,福田 周平,0-1
1,カーブ,105km/h,見逃し,佐藤 奨真,宗 佑磨,0-1
2,カーブ,102km/h,一ゴロ,佐藤 奨真,宗 佑磨,0-1
1,カットボール,147km/h,見逃し,山本 由伸,中村 奨吾,0-1
2,フォーク,146km/h,ファウル,山本 由伸,中村 奨吾,0-1
3,カットボール,149km/h,ボール,山本 由伸,中村 奨吾,0-1
4,フォーク,141km/h,ファウル,山本 由伸,中村 奨吾,0-1
5,カーブ,129km/h,左安,山本 由伸,中村 奨吾,0-1
1,フォーク,142km/h,ボール,山本 由伸,佐藤 都志也,0-1
2,ストレート,153km/h,左飛,山本 由伸,佐藤 都志也,0-1
1,ストレート,150km/h,見逃し,山本 由伸,レアード,0-1
2,カーブ,123km/h,三ゴロ  [ライン際、送球がバウンド、スライディングキャッチ、好プレイ],山本 由伸,レアード,0-1
1,ストレート,155km/h,見逃し,山本 由伸,マーティン,0-1
2,ストレート,150km/h,空振り,山本 由伸,マーティン,0-1
3,ストレート,154km/h,ボール  [高めのつり球を要求、ハーフスイング],山本 由伸,マーティン,0-1
4,カーブ,121km/h,ボール,山本 由伸,マーティン,0-1
5,フォーク,143km/h,空三振,山本 由伸,マーティン,0-1
1,チェンジアップ,118km/h,ボール,佐藤 奨真,中川 圭太,0-1
2,チェンジアップ,119km/h,空振り,佐藤 奨真,中川 圭太,0-1
3,カーブ,106km/h,一ゴロ,佐藤 奨真,中川 圭太,0-1
1,カットボール,126km/h,空振り,佐藤 奨真,杉本 裕太郎,0-1
2,ストレート,136km/h,死球,佐藤 奨真,杉本 裕太郎,0-1
1,チェンジアップ,120km/h,見逃し,佐藤 奨真,頓宮 裕真,0-1
2,ストレート,133km/h,ボール,佐藤 奨真,頓宮 裕真,0-1
3,ストレート,134km/h,ボール,佐藤 奨真,頓宮 裕真,0-1
4,チェンジアップ,124km/h,ボール  [ワンバウンド],佐藤 奨真,頓宮 裕真,0-1
5,チェンジアップ,124km/h,二併打,佐藤 奨真,頓宮 裕真,0-1
1,フォーク,145km/h,ファウル,山本 由伸,岡 大海,0-1
2,フォーク,141km/h,ファウル,山本 由伸,岡 大海,0-1
3,スライダー,139km/h,見三振,山本 由伸,岡 大海,0-1
1,カーブ,121km/h,ボール,山本 由伸,安田 尚憲,0-1
2,カットボール,150km/h,見逃し,山本 由伸,安田 尚憲,0-1
3,フォーク,140km/h,空振り,山本 由伸,安田 尚憲,0-1
4,ストレート,149km/h,ファウル,山本 由伸,安田 尚憲,0-1
5,フォーク,145km/h,ボール  [ワンバウンド],山本 由伸,安田 尚憲,0-1
6,カーブ,119km/h,見三振  [全く反応できず],山本 由伸,安田 尚憲,0-1
1,カーブ,118km/h,見逃し,山本 由伸,エチェバリア,0-1
2,フォーク,145km/h,ボール  [ワンバウンド],山本 由伸,エチェバリア,0-1
3,ストレート,150km/h,見逃し,山本 由伸,エチェバリア,0-1
4,フォーク,146km/h,空三振,山本 由伸,エチェバリア,0-1
1,カーブ,102km/h,見逃し,佐藤 奨真,大城 滉二,0-1
2,ストレート,138km/h,ボール,佐藤 奨真,大城 滉二,0-1
3,ストレート,136km/h,遊ゴロ  [逆シングル、送球がバウンド],佐藤 奨真,大城 滉二,0-1
1,カットボール,128km/h,ボール,佐藤 奨真,野口 智哉,0-1
2,カットボール,128km/h,一ゴロ,佐藤 奨真,野口 智哉,0-1
1,チェンジアップ,123km/h,空振り,佐藤 奨真,紅林 弘太郎,0-1
2,チェンジアップ,122km/h,ボール,佐藤 奨真,紅林 弘太郎,0-1
3,チェンジアップ,125km/h,空振り,佐藤 奨真,紅林 弘太郎,0-1
4,チェンジアップ,124km/h,空三振,佐藤 奨真,紅林 弘太郎,0-1
1,フォーク,145km/h,見逃し,山本 由伸,柿沼 友哉,0-1
2,フォーク,144km/h,ファウル,山本 由伸,柿沼 友哉,0-1
3,ストレート,150km/h,見三振  [構えたところにズバリ],山本 由伸,柿沼 友哉,0-1
1,カットボール,148km/h,ボール,山本 由伸,髙部 瑛斗,0-1
2,カットボール,147km/h,中安,山本 由伸,髙部 瑛斗,0-1
1,ストレート,154km/h,見逃し,山本 由伸,中村 奨吾,0-1
2,ストレート,150km/h,ファウル,山本 由伸,中村 奨吾,0-1
3,フォーク,146km/h,ファウル  [自打球],山本 由伸,中村 奨吾,0-1
4,フォーク,144km/h,ボール  [ランエンドヒット、ワンバウンド、送球がバウンド],山本 由伸,中村 奨吾,0-1
1,ストレート,154km/h,見逃し,山本 由伸,中村 奨吾,0-1
2,ストレート,150km/h,ファウル,山本 由伸,中村 奨吾,0-1
3,フォーク,146km/h,ファウル  [自打球],山本 由伸,中村 奨吾,0-1
4,フォーク,144km/h,ボール  [ランエンドヒット、ワンバウンド、送球がバウンド],山本 由伸,中村 奨吾,0-1
5,フォーク,144km/h,三ゴロ  [走者動けず],山本 由伸,中村 奨吾,0-1
1,カーブ,120km/h,空振り,山本 由伸,佐藤 都志也,0-1
2,フォーク,142km/h,ファウル,山本 由伸,佐藤 都志也,0-1
3,ストレート,153km/h,ボール,山本 由伸,佐藤 都志也,0-1
4,カーブ,120km/h,ファウル  [自打球],山本 由伸,佐藤 都志也,0-1
5,カーブ,119km/h,ボール,山本 由伸,佐藤 都志也,0-1
6,フォーク,143km/h,ボール  [ワンバウンド],山本 由伸,佐藤 都志也,0-1
7,フォーク,143km/h,四球  [ワンバウンド],山本 由伸,佐藤 都志也,0-1
1,ストレート,151km/h,ボール,山本 由伸,レアード,0-1
2,フォーク,148km/h,ボール  [ワンバウンド],山本 由伸,レアード,0-1
3,カーブ,125km/h,見逃し,山本 由伸,レアード,0-1
4,カーブ,123km/h,見逃し,山本 由伸,レアード,0-1
5,スライダー,135km/h,三ゴロ  [バットの先],山本 由伸,レアード,0-1
1,チェンジアップ,122km/h,見逃し,佐藤 奨真,伏見 寅威,0-1
2,ストレート,133km/h,ボール,佐藤 奨真,伏見 寅威,0-1
3,ストレート,137km/h,空振り  [ハーフスイング],佐藤 奨真,伏見 寅威,0-1
4,カーブ,108km/h,ボール  [ワンバウンド],佐藤 奨真,伏見 寅威,0-1
5,カーブ,103km/h,ファウル,佐藤 奨真,伏見 寅威,0-1
6,チェンジアップ,121km/h,ファウル,佐藤 奨真,伏見 寅威,0-1
7,ストレート,134km/h,ボール,佐藤 奨真,伏見 寅威,0-1
8,カーブ,106km/h,四球,佐藤 奨真,伏見 寅威,0-1
1,カットボール,126km/h,見逃し,佐藤 奨真,福田 周平,0-1
2,カットボール,130km/h,遊直,佐藤 奨真,福田 周平,0-1
1,チェンジアップ,119km/h,見逃し,佐藤 奨真,宗 佑磨,0-1
2,ストレート,135km/h,ボール,佐藤 奨真,宗 佑磨,0-1
3,ストレート,134km/h,空振り  [ハーフスイング],佐藤 奨真,宗 佑磨,0-1
4,ストレート,139km/h,ボール,佐藤 奨真,宗 佑磨,0-1
5,カーブ,104km/h,一ゴロ  [痛烈な当たり、打球処理もたつく],佐藤 奨真,宗 佑磨,0-1
1,カーブ,106km/h,見逃し,佐藤 奨真,中川 圭太,0-1
2,チェンジアップ,125km/h,ボール,佐藤 奨真,中川 圭太,0-1
3,チェンジアップ,119km/h,ボール  [ハーフスイング],佐藤 奨真,中川 圭太,0-1
4,チェンジアップ,124km/h,遊ゴロ  [バットの先],佐藤 奨真,中川 圭太,0-1
1,フォーク,145km/h,空振り,山本 由伸,マーティン,0-1
2,ストレート,153km/h,ファウル  [止めたバットに当たる],山本 由伸,マーティン,0-1
3,スライダー,135km/h,ボール,山本 由伸,マーティン,0-1
4,フォーク,145km/h,ボール  [ワンバウンド],山本 由伸,マーティン,0-1
5,カーブ,120km/h,ボール,山本 由伸,マーティン,0-1
6,ストレート,155km/h,二ゴロ  [詰り],山本 由伸,マーティン,0-1
1,ストレート,153km/h,空振り,山本 由伸,岡 大海,0-1
2,ストレート,153km/h,ボール,山本 由伸,岡 大海,0-1
3,フォーク,142km/h,見逃し,山本 由伸,岡 大海,0-1
4,フォーク,143km/h,ファウル,山本 由伸,岡 大海,0-1
5,ストレート,150km/h,ボール,山本 由伸,岡 大海,0-1
6,スライダー,137km/h,空三振,山本 由伸,岡 大海,0-1
1,ストレート,149km/h,中安,山本 由伸,安田 尚憲,0-1
1,ストレート,151km/h,ボール,山本 由伸,エチェバリア,0-1
2,ストレート,150km/h,右飛,山本 由伸,エチェバリア,0-1
1,ストレート,149km/h,ファウル,東條 大樹,杉本 裕太郎,0-1
2,ストレート,143km/h,ボール,東條 大樹,杉本 裕太郎,0-1
3,スライダー,131km/h,中飛  [高々と舞い上がる],東條 大樹,杉本 裕太郎,0-1
1,ストレート,150km/h,ボール,東條 大樹,頓宮 裕真,0-1
2,ストレート,149km/h,死球,東條 大樹,頓宮 裕真,0-1
1,スライダー,129km/h,見逃し,東條 大樹,大城 滉二,0-1
2,スライダー,127km/h,ボール,東條 大樹,大城 滉二,0-1
3,スライダー,129km/h,ファウル,東條 大樹,大城 滉二,0-1
4,スライダー,128km/h,ボール,東條 大樹,大城 滉二,0-1
5,ストレート,149km/h,二ゴロ  [ヒットエンドラン],東條 大樹,大城 滉二,0-1
1,スライダー,130km/h,見逃し,東條 大樹,野口 智哉,0-1
2,ストレート,148km/h,ファウル,東條 大樹,野口 智哉,0-1
3,ストレート,144km/h,空三振,東條 大樹,野口 智哉,0-1
1,スライダー,138km/h,ファウル,山本 由伸,福田 秀平,0-1
2,ストレート,153km/h,見逃し,山本 由伸,福田 秀平,0-1
3,ストレート,147km/h,ボール  [高めのつり球を要求],山本 由伸,福田 秀平,0-1
4,フォーク,139km/h,ボール,山本 由伸,福田 秀平,0-1
5,カーブ,123km/h,右２,山本 由伸,福田 秀平,0-1
1,ストレート,146km/h,捕犠打,山本 由伸,髙部 瑛斗,0-1
1,フォーク,145km/h,ボール  [ワンバウンド],山本 由伸,中村 奨吾,0-1
2,ストレート,150km/h,ファウル,山本 由伸,中村 奨吾,0-1
3,ストレート,154km/h,ボール,山本 由伸,中村 奨吾,0-1
4,フォーク,147km/h,ファウル,山本 由伸,中村 奨吾,0-1
5,スライダー,139km/h,ボール  [ワンバウンド],山本 由伸,中村 奨吾,0-1
6,ストレート,155km/h,ファウル,山本 由伸,中村 奨吾,0-1
7,フォーク,-,四球  [ワンバウンド],山本 由伸,中村 奨吾,0-1
1,ストレート,145km/h,ボール,山本 由伸,佐藤 都志也,0-1
2,カーブ,122km/h,ボール,山本 由伸,佐藤 都志也,0-1
3,カーブ,120km/h,二併打,山本 由伸,佐藤 都志也,0-1
1,ストレート,147km/h,見逃し,小野 郁,紅林 弘太郎,0-1
2,ストレート,148km/h,ボール,小野 郁,紅林 弘太郎,0-1
3,スラーブ,133km/h,ボール,小野 郁,紅林 弘太郎,0-1
4,ストレート,150km/h,ボール,小野 郁,紅林 弘太郎,0-1
5,ストレート,146km/h,四球,小野 郁,紅林 弘太郎,0-1
1,ストレート,144km/h,投犠打,小野 郁,伏見 寅威,0-1
1,スラーブ,132km/h,見逃し,小野 郁,福田 周平,0-1
2,スライダー,137km/h,空振り  [ワンバウンド、ハーフスイング],小野 郁,福田 周平,0-1
3,スライダー,141km/h,ボール,小野 郁,福田 周平,0-1
4,スラーブ,127km/h,二ゴロ,小野 郁,福田 周平,0-1
1,スラーブ,133km/h,ボール,小野 郁,宗 佑磨,0-1
2,スラーブ,134km/h,見逃し,小野 郁,宗 佑磨,0-1
3,ストレート,152km/h,ボール,小野 郁,宗 佑磨,0-1
4,ストレート,148km/h,ボール,小野 郁,宗 佑磨,0-1
1,スラーブ,126km/h,見逃し,小野 郁,中川 圭太,0-1
2,ストレート,150km/h,ボール,小野 郁,中川 圭太,0-1
3,スライダー,142km/h,空振り  [ハーフスイング],小野 郁,中川 圭太,0-1
4,スライダー,145km/h,二ゴロ  [バットの先、バット折れる],小野 郁,中川 圭太,0-1
1,フォーク,139km/h,空振り,平野 佳寿,レアード,0-1
2,フォーク,138km/h,ボール  [ワンバウンド],平野 佳寿,レアード,0-1
3,ストレート,149km/h,見逃し,平野 佳寿,レアード,0-1
4,フォーク,140km/h,空三振  [ワンバウンド],平野 佳寿,レアード,0-1
1,フォーク,141km/h,空振り,平野 佳寿,マーティン,0-1
2,ストレート,150km/h,ボール,平野 佳寿,マーティン,0-1
3,フォーク,140km/h,ボール  [ワンバウンド],平野 佳寿,マーティン,0-1
4,フォーク,137km/h,ボール,平野 佳寿,マーティン,0-1
5,ストレート,146km/h,四球,平野 佳寿,マーティン,0-1
1,ストレート,151km/h,ボール,平野 佳寿,岡 大海,0-1
2,フォーク,137km/h,空振り  [ハーフスイング、送球がバウンド、ランエンドヒット],平野 佳寿,岡 大海,0-1
1,ストレート,151km/h,ボール,平野 佳寿,岡 大海,0-1
2,フォーク,137km/h,空振り  [ハーフスイング、送球がバウンド、ランエンドヒット],平野 佳寿,岡 大海,0-1
3,フォーク,138km/h,空振り,平野 佳寿,岡 大海,0-1
4,フォーク,137km/h,ファウル,平野 佳寿,岡 大海,0-1
5,フォーク,140km/h,ボール  [ワンバウンド],平野 佳寿,岡 大海,0-1
6,ストレート,151km/h,ボール,平野 佳寿,岡 大海,0-1
7,フォーク,140km/h,三ゴロ  [ダイビングキャッチ、好プレイ、走者動けず],平野 佳寿,岡 大海,0-1
1,フォーク,135km/h,ボール  [ワンバウンド],平野 佳寿,山口 航輝,0-1
2,フォーク,139km/h,ボール  [ワンバウンド],平野 佳寿,山口 航輝,0-1
3,ストレート,146km/h,見逃し,平野 佳寿,山口 航輝,0-1
4,ストレート,148km/h,ボール,平野 佳寿,山口 航輝,0-1
5,フォーク,138km/h,四球,平野 佳寿,山口 航輝,0-1
1,ストレート,148km/h,見逃し,平野 佳寿,エチェバリア,0-1
2,ストレート,147km/h,ボール,平野 佳寿,エチェバリア,0-1
3,フォーク,134km/h,ボール  [ワンバウンド],平野 佳寿,エチェバリア,0-1
4,ストレート,143km/h,空振り,平野 佳寿,エチェバリア,0-1
5,フォーク,139km/h,ファウル,平野 佳寿,エチェバリア,0-1
6,フォーク,140km/h,ボール  [ワンバウンド],平野 佳寿,エチェバリア,0-1
7,ストレート,143km/h,見三振  [判定不服、怒る、投手ガッツポーズ],平野 佳寿,エチェバリア,0-1
1,ストレート,-,ボール,髙橋 優貴,岡林 勇希,0-0
2,ストレート,142km/h,投ゴロ  [投手のグラブを弾く],髙橋 優貴,岡林 勇希,0-0
1,ストレート,141km/h,ボール,髙橋 優貴,三ツ俣 大樹,0-0
2,ストレート,142km/h,見逃し,髙橋 優貴,三ツ俣 大樹,0-0
3,スライダー,126km/h,ボール,髙橋 優貴,三ツ俣 大樹,0-0
4,スライダー,125km/h,ファウル,髙橋 優貴,三ツ俣 大樹,0-0
5,スクリュー,121km/h,空三振,髙橋 優貴,三ツ俣 大樹,0-0
1,ストレート,142km/h,見逃し,髙橋 優貴,阿部 寿樹,0-0
2,ストレート,-,ボール,髙橋 優貴,阿部 寿樹,0-0
3,スクリュー,-,二飛,髙橋 優貴,阿部 寿樹,0-0
1,ストレート,142km/h,空振り,柳 裕也,丸 佳浩,0-0
2,ストレート,143km/h,ボール,柳 裕也,丸 佳浩,0-0
3,縦スライダー,125km/h,見逃し,柳 裕也,丸 佳浩,0-0
4,チェンジアップ,130km/h,ボール  [ワンバウンド],柳 裕也,丸 佳浩,0-0
5,チェンジアップ,129km/h,ボール,柳 裕也,丸 佳浩,0-0
6,ストレート,144km/h,左安,柳 裕也,丸 佳浩,0-0
1,ストレート,141km/h,見逃し,柳 裕也,ウォーカー,0-0
2,カットボール,136km/h,ボール  [ワンバウンド],柳 裕也,ウォーカー,0-0
3,縦スライダー,124km/h,ファウル,柳 裕也,ウォーカー,0-0
4,カットボール,135km/h,空三振,柳 裕也,ウォーカー,0-0
1,ストレート,141km/h,見逃し,柳 裕也,ポランコ,0-0
2,ストレート,141km/h,ボール  [高めのつり球を要求],柳 裕也,ポランコ,0-0
1,ストレート,141km/h,見逃し,柳 裕也,ポランコ,0-0
2,ストレート,141km/h,ボール  [高めのつり球を要求],柳 裕也,ポランコ,0-0
3,カットボール,138km/h,右飛  [天井直撃],柳 裕也,ポランコ,0-0
1,ストレート,143km/h,ボール,柳 裕也,岡本 和真,0-0
2,チェンジアップ,126km/h,見逃し,柳 裕也,岡本 和真,0-0
3,ストレート,141km/h,ファウル,柳 裕也,岡本 和真,0-0
4,ストレート,143km/h,ボール,柳 裕也,岡本 和真,0-0
5,ストレート,143km/h,ファウル,柳 裕也,岡本 和真,0-0
6,縦スライダー,122km/h,ボール  [ワンバウンド],柳 裕也,岡本 和真,0-0
7,ストレート,142km/h,四球,柳 裕也,岡本 和真,0-0
1,カットボール,136km/h,ボール,柳 裕也,中田 翔,0-0
2,縦スライダー,125km/h,ボール  [ワンバウンド],柳 裕也,中田 翔,0-0
3,カットボール,136km/h,空振り,柳 裕也,中田 翔,0-0
4,ストレート,143km/h,見逃し,柳 裕也,中田 翔,0-0
5,ストレート,142km/h,ボール,柳 裕也,中田 翔,0-0
6,縦スライダー,125km/h,四球  [ワンバウンド],柳 裕也,中田 翔,0-0
1,チェンジアップ,131km/h,ボール,柳 裕也,大城 卓三,0-0
2,カットボール,136km/h,ファウル,柳 裕也,大城 卓三,0-0
3,カットボール,137km/h,ボール,柳 裕也,大城 卓三,0-0
4,ストレート,145km/h,見逃し,柳 裕也,大城 卓三,0-0
5,ストレート,142km/h,見三振  [構えたところにズバリ],柳 裕也,大城 卓三,0-0
1,ストレート,143km/h,見逃し,髙橋 優貴,ビシエド,0-0
2,ストレート,141km/h,左安,髙橋 優貴,ビシエド,0-0
1,スライダー,125km/h,見逃し,髙橋 優貴,A.マルティネス,1-0
2,スクリュー,120km/h,空振り,髙橋 優貴,A.マルティネス,1-0
3,ストレート,142km/h,ボール,髙橋 優貴,A.マルティネス,1-0
4,ストレート,144km/h,ボール,髙橋 優貴,A.マルティネス,1-0
5,ストレート,143km/h,ファウル,髙橋 優貴,A.マルティネス,1-0
6,スクリュー,120km/h,左２  [泳ぎ、ライン際],髙橋 優貴,A.マルティネス,1-0
1,ストレート,142km/h,見逃し,髙橋 優貴,高橋 周平,1-0
2,ストレート,142km/h,中安  [逆球],髙橋 優貴,高橋 周平,1-0
1,スライダー,124km/h,見逃し,髙橋 優貴,根尾 昂,2-0
2,ストレート,143km/h,左安,髙橋 優貴,根尾 昂,2-0
1,スライダー,124km/h,ボール  [セーフティバント、バント構え],髙橋 優貴,石橋 康太,2-0
2,スライダー,126km/h,見逃し,髙橋 優貴,石橋 康太,2-0
3,スクリュー,121km/h,空振り  [ハーフスイング],髙橋 優貴,石橋 康太,2-0
4,スクリュー,121km/h,空三振,髙橋 優貴,石橋 康太,2-0
1,ストレート,143km/h,ボール,髙橋 優貴,柳 裕也,3-0
2,スライダー,125km/h,投安  [強襲],髙橋 優貴,柳 裕也,3-0
1,ストレート,-,ボール  [ピッチアウト、セーフティスクイズ、バント構え],髙橋 優貴,岡林 勇希,3-0
2,スライダー,127km/h,ボール,髙橋 優貴,岡林 勇希,3-0
3,スライダー,126km/h,見逃し,髙橋 優貴,岡林 勇希,3-0
4,ストレート,142km/h,ボール,髙橋 優貴,岡林 勇希,3-0
5,スライダー,126km/h,ファウル  [セーフティスクイズ、バントファウル],髙橋 優貴,岡林 勇希,3-0
6,ストレート,143km/h,ファウル,髙橋 優貴,岡林 勇希,3-0
7,スライダー,129km/h,ファウル,髙橋 優貴,岡林 勇希,3-0
8,スライダー,127km/h,一邪飛,髙橋 優貴,岡林 勇希,3-0
1,スライダー,126km/h,左２  [ダイビングキャッチ],髙橋 優貴,三ツ俣 大樹,4-0
1,ストレート,-,ボール,戸田 懐生,阿部 寿樹,4-0
2,カットボール,-,ボール,戸田 懐生,阿部 寿樹,4-0
3,カットボール,136km/h,見逃し,戸田 懐生,阿部 寿樹,4-0
4,ストレート,147km/h,ファウル,戸田 懐生,阿部 寿樹,4-0
5,ストレート,147km/h,ボール,戸田 懐生,阿部 寿樹,4-0
6,カットボール,134km/h,二ゴロ  [バットの先],戸田 懐生,阿部 寿樹,4-0
1,カットボール,139km/h,見逃し,柳 裕也,北村 拓己,4-0
2,カーブ,101km/h,三ゴロ,柳 裕也,北村 拓己,4-0
1,ストレート,142km/h,見逃し,柳 裕也,中山 礼都,4-0
2,チェンジアップ,127km/h,ボール,柳 裕也,中山 礼都,4-0
3,カーブ,103km/h,見逃し,柳 裕也,中山 礼都,4-0
4,ストレート,142km/h,遊ゴロ  [詰り],柳 裕也,中山 礼都,4-0
1,ストレート,143km/h,見逃し,柳 裕也,岸田 行倫,4-0
2,ストレート,144km/h,ボール,柳 裕也,岸田 行倫,4-0
3,ストレート,144km/h,ファウル,柳 裕也,岸田 行倫,4-0
4,ストレート,142km/h,ボール,柳 裕也,岸田 行倫,4-0
5,縦スライダー,123km/h,空三振,柳 裕也,岸田 行倫,4-0
1,ストレート,143km/h,空振り  [ファウルチップ],戸田 懐生,ビシエド,4-0
2,カーブ,115km/h,ボール,戸田 懐生,ビシエド,4-0
3,カットボール,133km/h,空振り,戸田 懐生,ビシエド,4-0
4,ストレート,146km/h,空三振,戸田 懐生,ビシエド,4-0
1,カットボール,132km/h,ボール,戸田 懐生,A.マルティネス,4-0
2,ストレート,145km/h,ボール,戸田 懐生,A.マルティネス,4-0
3,カットボール,133km/h,見逃し,戸田 懐生,A.マルティネス,4-0
4,ストレート,147km/h,ボール,戸田 懐生,A.マルティネス,4-0
5,カットボール,133km/h,四球  [ハーフスイング],戸田 懐生,A.マルティネス,4-0
1,ストレート,145km/h,見逃し,戸田 懐生,高橋 周平,4-0
2,フォーク,130km/h,空振り,戸田 懐生,高橋 周平,4-0
3,ストレート,148km/h,ファウル,戸田 懐生,高橋 周平,4-0
4,フォーク,133km/h,ファウル,戸田 懐生,高橋 周平,4-0
5,カットボール,135km/h,ファウル,戸田 懐生,高橋 周平,4-0
6,ストレート,146km/h,ファウル  [高めのつり球を要求],戸田 懐生,高橋 周平,4-0
7,フォーク,133km/h,ファウル,戸田 懐生,高橋 周平,4-0
8,ストレート,147km/h,ボール,戸田 懐生,高橋 周平,4-0
9,カーブ,116km/h,右安,戸田 懐生,高橋 周平,4-0
